step,loss,acc,gnorm,lr,n_tok
92,1.017601490020752,0.7327376008033752,6.75,0.00054654,1231
93,1.0561597347259521,0.7190635204315186,6.96875,0.0005524799999999999,1196
94,1.3397172689437866,0.6418057084083557,5.84375,0.0005584199999999999,2038
95,1.2429536581039429,0.6529209613800049,6.59375,0.00056436,1455
96,0.7425299882888794,0.8252911567687988,5.375,0.0005702999999999999,1202
97,1.332228660583496,0.6469994783401489,6.28125,0.0005762399999999999,1983
98,0.896045446395874,0.8042105436325073,8.3125,0.00058218,475
99,1.2277449369430542,0.6717897653579712,7.65625,0.0005881199999999999,2017
100,1.8341654539108276,0.4901639223098755,8.875,0.00059406,1220
101,1.1674566268920898,0.6791519522666931,5.9375,0.0006,1415
102,0.5801342725753784,0.8783783912658691,6.625,0.0005999999042888513,740
103,1.117505669593811,0.6869391798973083,6.09375,0.0005999996171554676,2006
104,1.073406457901001,0.6928571462631226,6.15625,0.000599999138600035,1260
105,1.0348749160766602,0.7128082513809204,4.8125,0.0005999984686228642,1257
106,0.9550928473472595,0.7467789649963379,4.9375,0.0005999976072243898,2018
107,0.8540913462638855,0.7769230604171753,5.28125,0.0005999965544051709,1820
108,0.9229001998901367,0.7508896589279175,6.375,0.0005999953101658905,1124
109,0.5994403958320618,0.8616304993629456,5.15625,0.000599993874507356,1337
110,1.1837501525878906,0.6439089775085449,7.21875,0.0005999922474304992,1494
111,0.8119353652000427,0.7801691293716431,5.6875,0.0005999904289363757,1301
112,0.6990149021148682,0.8207142949104309,4.53125,0.0005999884190261654,1400
113,0.8316434025764465,0.7672155499458313,5.84375,0.0005999862177011728,1336
114,0.8824655413627625,0.7466307282447815,5.15625,0.000599983824962826,1484
115,0.6241164803504944,0.8417582511901855,4.375,0.0005999812408126778,1365
116,0.5631746053695679,0.8653061389923096,4.0625,0.0005999784652524051,1225
117,0.5173519253730774,0.8781630992889404,4.46875,0.0005999754982838087,1067
118,0.69576096534729,0.8214285969734192,4.78125,0.000599972339908814,1708
119,1.204323649406433,0.6493604183197021,6.46875,0.0005999689901294706,1329
120,0.6766828894615173,0.8112874627113342,5.1875,0.0005999654489479518,1701
121,0.7817658185958862,0.779197096824646,4.9375,0.0005999617163665555,1096
122,0.8040056824684143,0.7863414883613586,4.84375,0.0005999577923877038,2050
123,0.6556208729743958,0.8349928855895996,4.75,0.0005999536770139429,1406
124,0.43237707018852234,0.9070945978164673,4.0625,0.0005999493702479434,1184
125,0.40922731161117554,0.9132307767868042,3.890625,0.0005999448720924997,1625
126,0.7472717761993408,0.7896919250488281,4.28125,0.0005999401825505307,1688
127,0.561475396156311,0.864417552947998,3.875,0.0005999353016250794,1571
128,0.6755126714706421,0.8187294602394104,4.625,0.0005999302293193128,1826
129,0.9342819452285767,0.7189542651176453,5.1875,0.0005999249656365225,1530
130,0.4554841220378876,0.8907923102378845,3.484375,0.0005999195105801239,1401
131,0.32848432660102844,0.9302884340286255,3.5,0.0005999138641536568,1248
132,0.4871669113636017,0.8610146045684814,3.890625,0.0005999080263607852,1439
133,0.6220142245292664,0.8356360197067261,4.46875,0.0005999019972052969,2099
134,0.44127553701400757,0.8967642784118652,4.21875,0.0005998957766911045,1298
135,0.4574110507965088,0.8800206184387207,3.796875,0.0005998893648222441,1942
136,0.3814460039138794,0.9030100107192993,4.5,0.0005998827616028763,1196
137,0.4188443124294281,0.8965791463851929,3.890625,0.0005998759670372862,1257
138,0.48049870133399963,0.8738783597946167,3.90625,0.0005998689811298825,2006
139,0.2964736223220825,0.9493219256401062,3.390625,0.0005998618038851982,1401
140,0.36962246894836426,0.9191868901252747,2.703125,0.0005998544353078907,2017
141,0.22283972799777985,0.9624099135398865,2.53125,0.0005998468754027413,1942
142,0.19413916766643524,0.972305417060852,2.21875,0.0005998391241746556,1336
143,0.332437127828598,0.9247554540634155,4.34375,0.0005998311816286632,1329
144,0.36336421966552734,0.9062271118164062,3.859375,0.000599823047769918,1365
145,0.27799883484840393,0.9373015761375427,4.0625,0.0005998147226036979,1260
146,0.21532821655273438,0.969943106174469,2.46875,0.0005998062061354051,1231
147,0.4052552580833435,0.908820629119873,4.125,0.0005997974983705658,2018
148,0.32943442463874817,0.9281045794487,3.0,0.0005997885993148304,1530
149,0.24946142733097076,0.9468784332275391,2.78125,0.0005997795089739734,1826
150,0.22521035373210907,0.9477550983428955,3.0625,0.0005997702273538932,1225
151,0.2770581543445587,0.9332770109176636,3.609375,0.000599760754460613,1184
152,0.32450857758522034,0.9225067496299744,4.21875,0.0005997510903002792,1484
153,0.1087900772690773,0.9895833134651184,1.6484375,0.0005997412348791632,1248
154,0.08918779343366623,0.9875208139419556,1.5625,0.0005997311882036596,1202
155,0.30407285690307617,0.9180487990379333,3.171875,0.0005997209502802879,2050
156,0.4216744899749756,0.88453608751297,4.21875,0.0005997105211156914,1455
157,0.24190841615200043,0.9556227922439575,2.78125,0.0005996999007166374,1983
158,0.22703860700130463,0.9417670965194702,2.984375,0.0005996890890900172,1494
159,0.2034764587879181,0.9552919864654541,3.109375,0.0005996780862428466,1096
160,0.30631041526794434,0.9137769341468811,4.28125,0.000599666892182265,1067
161,0.4532206952571869,0.8836065530776978,4.21875,0.0005996555069155363,1220
162,0.22155609726905823,0.9392774701118469,3.890625,0.0005996439304500481,1301
163,0.24406960606575012,0.9446212649345398,3.21875,0.0005996321627933125,1571
164,0.1818380057811737,0.9685966372489929,2.0625,0.000599620203952965,2038
165,0.14249350130558014,0.9673384428024292,2.34375,0.0005996080539367659,1439
166,0.1592908352613449,0.9630156755447388,2.65625,0.0005995957127525992,1406
167,0.3702425956726074,0.8999999761581421,5.15625,0.0005995831804084729,740
168,0.2148873507976532,0.9472527503967285,2.90625,0.0005995704569125189,1820
169,0.23221276700496674,0.9406779408454895,3.15625,0.0005995575422729937,1298
170,0.10433140397071838,0.9835391044616699,1.484375,0.0005995444364982771,1701
171,0.2521614730358124,0.9265017509460449,3.171875,0.0005995311395968736,1415
172,0.2517535984516144,0.9391100406646729,2.921875,0.0005995176515774112,1708
173,0.15162792801856995,0.9745699167251587,1.9296875,0.0005995039724486423,1337
174,0.1920059323310852,0.9609338045120239,2.203125,0.0005994901022194431,2099
175,0.13915187120437622,0.970714271068573,2.25,0.0005994760408988138,1400
176,0.19170911610126495,0.9528470039367676,3.09375,0.0005994617884958786,1124
177,0.14623238146305084,0.9710769057273865,2.078125,0.0005994473450198857,1625
178,0.4255915582180023,0.8947368264198303,6.625,0.0005994327104802074,475
179,0.17113055288791656,0.9627575278282166,2.71875,0.0005994178848863401,1262
180,0.1806645691394806,0.9603080749511719,2.546875,0.0005994028682479034,1688
181,0.09072795510292053,0.991706132888794,1.1328125,0.000599387660574642,1688
182,0.17977508902549744,0.9582903981208801,2.421875,0.0005993722618764238,1942
183,0.19159312546253204,0.9515873193740845,3.4375,0.0005993566721632408,1260
184,0.13111910223960876,0.9766153693199158,2.15625,0.000599340891445209,1625
185,0.11354035139083862,0.9788851141929626,2.21875,0.0005993249197325682,1184
186,0.06864559650421143,0.9875444769859314,1.625,0.0005993087570356826,1124
187,0.2038601189851761,0.9468562602996826,3.484375,0.0005992924033650398,1336
188,0.10798042267560959,0.9771662950515747,1.8046875,0.0005992758587312515,1708
189,0.11254040151834488,0.9770206212997437,2.078125,0.0005992591231450534,1262
190,0.15149247646331787,0.9634489417076111,2.625,0.0005992421966173051,1067
191,0.08851438015699387,0.9891892075538635,1.5703125,0.0005992250791589898,740
192,0.21197034418582916,0.9423210620880127,3.0,0.000599207770781215,1439
193,0.1854807585477829,0.946516215801239,2.671875,0.000599190271495212,2038
194,0.14668583869934082,0.9602227807044983,2.703125,0.0005991725813123359,1257
195,0.1695452630519867,0.9576923251152039,2.6875,0.0005991547002440654,1820
196,0.1427241861820221,0.9707916975021362,2.5,0.0005991366283020035,1301
197,0.15211182832717896,0.9611780643463135,2.46875,0.0005991183654978769,1494
198,0.19756974279880524,0.942307710647583,3.234375,0.0005990999118435362,1248
199,0.13787022233009338,0.9683859944343567,2.359375,0.0005990812673509557,1202
200,0.20429560542106628,0.9481605291366577,3.109375,0.0005990624320322335,1196
201,0.27258744835853577,0.9218675494194031,2.96875,0.0005990434058995919,2099
202,0.122530996799469,0.9685941934585571,2.140625,0.0005990241889653765,2006
203,0.11572908610105515,0.970802903175354,2.046875,0.000599004781242057,1096
204,0.3302101194858551,0.9044394493103027,3.734375,0.0005989851827422271,1329
205,0.18797478079795837,0.9493219256401062,2.828125,0.0005989653934786037,1401
206,0.13049058616161346,0.970714271068573,2.1875,0.000598945413464028,1400
207,0.08753355592489243,0.9813014268875122,1.8828125,0.000598925242711465,1337
208,0.12877489626407623,0.9657142758369446,2.359375,0.0005989048812340029,1225
209,0.18552757799625397,0.9489593505859375,2.703125,0.0005988843290448543,2018
210,0.1277010142803192,0.9642611742019653,2.34375,0.0005988635861573553,1455
211,0.10207965224981308,0.9823499917984009,1.4765625,0.0005988426525849657,1983
212,0.5625481009483337,0.8377048969268799,5.3125,0.000598821528341269,1220
213,0.10334479063749313,0.976097583770752,1.5859375,0.0005988002134399725,2050
214,0.1463167518377304,0.9647058844566345,1.796875,0.0005987787078949073,1530
215,0.1330638825893402,0.9654983282089233,1.90625,0.000598757011720028,1826
216,0.09349508583545685,0.980267345905304,1.796875,0.0005987351249294131,1571
217,0.07712042331695557,0.9853621125221252,1.6484375,0.0005987130475372647,1298
218,0.13745896518230438,0.9669811129570007,2.0,0.0005986907795579085,1484
219,0.10122734308242798,0.9748172163963318,1.9140625,0.0005986683210057941,1231
220,0.09703908115625381,0.9795053005218506,1.734375,0.0005986456718954944,1415
221,0.07658585906028748,0.9871976971626282,1.515625,0.0005986228322417063,1406
222,0.26103532314300537,0.917894721031189,5.0,0.0005985998020592502,475
223,0.05817136541008949,0.9890109896659851,1.40625,0.0005985765813630701,1365
224,0.1297798752784729,0.9688418507575989,2.296875,0.0005985531701682336,1701
225,0.10156166553497314,0.9742191433906555,1.671875,0.0005985295684899321,2017
226,0.02742975763976574,0.9975041747093201,0.66796875,0.0005985057763434803,1202
227,0.08423744887113571,0.9793814420700073,1.9296875,0.0005984817937443169,1067
228,0.045168615877628326,0.9945017099380493,0.93359375,0.0005984576207080039,1455
229,0.10065101832151413,0.9786477088928223,1.96875,0.0005984332572502268,1124
230,0.13249921798706055,0.966303288936615,2.25,0.0005984087033867947,2018
231,0.06491166353225708,0.9851895570755005,1.34375,0.0005983839591336405,1688
232,0.27779534459114075,0.9262295365333557,3.421875,0.0005983590245068205,1220
233,0.06088539958000183,0.985785961151123,1.34375,0.0005983338995225145,1196
234,0.06454859673976898,0.9831081032752991,1.5703125,0.0005983085841970257,1184
235,0.04068554937839508,0.9923558235168457,1.09375,0.0005982830785467811,1439
236,0.027979958802461624,0.9943135380744934,1.046875,0.0005982573825883309,1231
237,0.17349669337272644,0.9563491940498352,2.59375,0.0005982314963383489,1260
238,0.07281268388032913,0.9812583923339844,1.7578125,0.0005982054198136326,1494
239,0.05043835937976837,0.9890109896659851,1.15625,0.0005981791530311028,1365
240,0.03389238193631172,0.9943910241127014,0.99609375,0.0005981526960078034,1248
241,0.11106232553720474,0.9732025861740112,1.8671875,0.0005981260487609023,1530
242,0.16402162611484528,0.9625293016433716,2.078125,0.0005980992113076906,1708
243,0.11058871448040009,0.9743040800094604,2.03125,0.0005980721836655828,1401
244,0.12356708943843842,0.9662162065505981,2.96875,0.0005980449658521169,740
245,0.14081768691539764,0.9618077874183655,2.015625,0.0005980175578849541,1571
246,0.07339604198932648,0.9864285588264465,1.1875,0.0005979899597818793,1400
247,0.0693638026714325,0.9815384745597839,1.46875,0.0005979621715608006,1625
248,0.0526655912399292,0.9886202216148376,1.4765625,0.0005979341932397494,1406
249,0.1918107122182846,0.9609338045120239,2.09375,0.0005979060248368805,2099
250,0.20748171210289001,0.9451645016670227,2.25,0.0005978776663704722,2006
251,0.07022897899150848,0.9871266484260559,1.1796875,0.0005978491178589258,1942
252,0.1374121755361557,0.9661399722099304,2.4375,0.0005978203793207663,1329
253,0.05506370589137077,0.9912195205688477,1.171875,0.0005977914507746418,2050
254,0.049579229205846786,0.9906593561172485,1.0,0.0005977623322393238,1820
255,0.06776393204927444,0.9818059206008911,1.625,0.0005977330237337067,1484
256,0.06273328512907028,0.9881011247634888,1.078125,0.0005977035252768086,2017
257,0.07450565695762634,0.9872262477874756,1.5859375,0.0005976738368877708,1096
258,0.09236253052949905,0.9714285731315613,2.03125,0.000597643958585858,1225
259,0.07581684738397598,0.9788359999656677,1.7421875,0.0005976138903904574,1701
260,0.09198377281427383,0.9782934188842773,1.9921875,0.0005975836323210803,1336
261,0.06264901906251907,0.9862610697746277,1.15625,0.0005975531843973608,2038
262,0.09050058573484421,0.9790576100349426,1.6328125,0.000597522546639056,1337
263,0.03237362578511238,0.9971731305122375,0.84375,0.0005974917190660466,1415
264,0.07708735764026642,0.9792467355728149,1.7109375,0.0005974607016983362,1301
265,0.09202916920185089,0.974281370639801,1.6484375,0.0005974294945560517,1983
266,0.18063661456108093,0.9494736790657043,3.921875,0.0005973980976594431,475
267,0.07209614664316177,0.9830508232116699,1.4921875,0.0005973665110288834,1298
268,0.03722768649458885,0.9920760989189148,1.0859375,0.0005973347346848689,1262
269,0.07376539707183838,0.9819276928901672,1.3515625,0.0005973027686480189,1826
270,0.09276209771633148,0.9745425581932068,1.796875,0.0005972706129390758,1257
271,0.09360434859991074,0.9720314145088196,1.875,0.000597238267578905,2038
272,0.0362800769507885,0.9902767539024353,1.0703125,0.0005972057325884954,1337
273,0.08233965188264847,0.9828178882598877,1.6953125,0.0005971730079889581,1455
274,0.06453070044517517,0.9832664132118225,1.4921875,0.0005971400938015281,1494
275,0.039058465510606766,0.991428554058075,1.171875,0.000597106990047563,1400
276,0.11505072563886642,0.9705263376235962,3.5,0.0005970736967485433,475
277,0.03510226681828499,0.9910884499549866,0.95703125,0.0005970402139260729,1571
278,0.09884059429168701,0.9740802645683289,2.125,0.0005970065416018782,1196
279,0.04848427325487137,0.9892683029174805,1.1015625,0.000596972679797809,2050
280,0.03433144465088844,0.9950549602508545,0.70703125,0.0005969386285358378,1820
281,0.043116599321365356,0.9888623952865601,1.3203125,0.0005969043878380599,1257
282,0.03557584434747696,0.9923574328422546,1.0625,0.0005968699577266942,1701
283,0.1172049269080162,0.9695945978164673,2.21875,0.0005968353382240814,1184
284,0.04590846598148346,0.988095223903656,1.2265625,0.0005968005293526862,1260
285,0.07782316207885742,0.9795918464660645,1.6953125,0.0005967655311350956,1225
286,0.05289594456553459,0.9840674996376038,1.40625,0.0005967303435940194,1067
287,0.020222431048750877,0.9986486434936523,0.5390625,0.0005966949667522905,740
288,0.12274595350027084,0.9668720960617065,2.234375,0.0005966594006328647,1298
289,0.2619381844997406,0.9245901703834534,3.28125,0.0005966236452588202,1220
290,0.1260426789522171,0.9628344774246216,1.9375,0.0005965877006533583,2018
291,0.09152525663375854,0.9726177453994751,1.6171875,0.0005965515668398034,1826
292,0.04266475886106491,0.9907692074775696,0.97265625,0.000596515243841602,1625
293,0.07797524333000183,0.9793004989624023,1.6484375,0.0005964787316823238,1401
294,0.039198968559503555,0.9938066005706787,0.828125,0.0005964420303856611,2099
295,0.041368916630744934,0.991465151309967,1.1171875,0.0005964051399754291,1406
296,0.1139398068189621,0.9684857726097107,2.046875,0.0005963680604755655,1301
297,0.034375496208667755,0.9944405555725098,0.77734375,0.0005963307919101308,1439
298,0.06840033084154129,0.9815705418586731,1.4609375,0.0005962933343033083,1248
299,0.03943071886897087,0.9909228682518005,1.0234375,0.0005962556876794034,1983
300,0.03583022579550743,0.9908127188682556,0.921875,0.000596217852062845,1415
301,0.052038490772247314,0.986522912979126,1.28125,0.0005961798274781842,1484
302,0.017753276973962784,0.9982435703277588,0.4296875,0.0005961416139500947,1708
303,0.04180270433425903,0.992514967918396,1.0234375,0.0005961032115033725,1336
304,0.04783570021390915,0.9841930270195007,1.421875,0.000596064620162937,1202
305,0.08933325856924057,0.9745762944221497,1.46875,0.0005960258399538296,2006
306,0.08056250959634781,0.9714738726615906,1.796875,0.0005959868709012141,1262
307,0.032150059938430786,0.9946619272232056,0.87109375,0.0005959477130303774,1124
308,0.06342389434576035,0.9850669503211975,1.1953125,0.0005959083663667284,1942
309,0.05854467675089836,0.9875457882881165,1.4296875,0.0005958688309357988,1365
310,0.06079018488526344,0.9836390614509583,1.21875,0.0005958291067632429,2017
311,0.019473664462566376,0.9972627758979797,0.7890625,0.000595789193874837,1096
312,0.06223949417471886,0.9826937317848206,1.4921875,0.0005957490922964802,1329
313,0.04392555356025696,0.9861900806427002,1.3203125,0.000595708802054194,1231
314,0.06787240505218506,0.9816993474960327,1.34375,0.0005956683231741224,1530
315,0.053843289613723755,0.9887440800666809,1.1484375,0.0005956276556825316,1688
316,0.017588332295417786,0.9966722130775452,0.58984375,0.0005955867996058103,1202
317,0.06338585168123245,0.9850448369979858,1.1796875,0.0005955457549704697,2006
318,0.08781153708696365,0.9746031761169434,1.78125,0.0005955045218031431,1260
319,0.06023125350475311,0.9845013618469238,1.421875,0.0005954631001305862,1484
320,0.03807444125413895,0.9888758659362793,0.8828125,0.0005954214899796771,1708
321,0.04678688943386078,0.9884437322616577,1.2265625,0.0005953796913774162,1298
322,0.029906509444117546,0.9964454770088196,0.83203125,0.0005953377043509263,1688
323,0.0384543314576149,0.9914245009422302,0.89453125,0.0005952955289274521,2099
324,0.14685486257076263,0.9631147384643555,2.375,0.0005952531651343608,1220
325,0.030012352392077446,0.9919678568840027,0.96875,0.0005952106129991421,1494
326,0.016249358654022217,0.9965295195579529,0.4453125,0.0005951678725494073,2017
327,0.018201051279902458,0.9971550703048706,0.609375,0.0005951249438128903,1406
328,0.04699241742491722,0.9865370392799377,1.1796875,0.000595081826817447,1337
329,0.06029932573437691,0.9881565570831299,0.96484375,0.0005950385215910557,1942
330,0.019244875758886337,0.9954614043235779,0.640625,0.0005949950281618168,1983
331,0.01675880141556263,0.9980178475379944,0.458984375,0.0005949513465579524,2018
332,0.025600304827094078,0.9965652823448181,0.55078125,0.0005949074768078072,2038
333,0.08182352781295776,0.9809825420379639,1.3359375,0.0005948634189398478,1262
334,0.07148893177509308,0.9807692170143127,1.71875,0.0005948191729826628,1248
335,0.02072232961654663,0.9959183931350708,0.85546875,0.0005947747389649631,1225
336,0.053395677357912064,0.9884615540504456,1.046875,0.0005947301169155813,1820
337,0.051339708268642426,0.985029935836792,1.40625,0.0005946853068634721,1336
338,0.05021846666932106,0.9893993139266968,1.125,0.0005946403088377124,1415
339,0.06571519374847412,0.9864559769630432,1.3046875,0.0005945951228675009,1329
340,0.04925065487623215,0.9881756901741028,1.40625,0.0005945497489821581,1184
341,0.04499147832393646,0.9843902587890625,1.2265625,0.000594504187211127,2050
342,0.06307871639728546,0.9845653772354126,1.359375,0.0005944584375839717,1231
343,0.07704649120569229,0.981702446937561,1.765625,0.000594412500130379,1257
344,0.050595443695783615,0.9871520400047302,1.2421875,0.000594366374880157,1401
345,0.05387872830033302,0.9870769381523132,1.09375,0.0005943200618632361,1625
346,0.03410676121711731,0.9910884499549866,0.9765625,0.0005942735611096679,1571
347,0.11250350624322891,0.9675675630569458,2.46875,0.0005942268726496267,740
348,0.04796595498919487,0.9874041676521301,1.1015625,0.0005941799965134078,1826
349,0.07115128636360168,0.9854065179824829,1.46875,0.0005941329327314289,1439
350,0.06367214769124985,0.9852631688117981,1.859375,0.0005940856813342289,475
351,0.027147989720106125,0.9938144087791443,0.9296875,0.0005940382423524689,1455
352,0.045265719294548035,0.989051103591919,1.078125,0.0005939906158169315,1096
353,0.0385911799967289,0.9893238544464111,1.296875,0.0005939428017585209,1124
354,0.05079181492328644,0.9874581694602966,1.453125,0.0005938948002082633,1196
355,0.037542954087257385,0.9923136234283447,0.86328125,0.0005938466111973064,1301
356,0.016852954402565956,0.9962511658668518,0.59765625,0.0005937982347569195,1067
357,0.1150178462266922,0.9718953967094421,1.6328125,0.0005937496709184934,1530
358,0.04369601979851723,0.9882783889770508,1.1640625,0.0005937009197135407,1365
359,0.057047974318265915,0.9871428608894348,1.296875,0.0005936519811736957,1400
360,0.0522795133292675,0.9858906269073486,1.296875,0.0005936028553307138,1701
361,0.0095954155549407,0.9983752965927124,0.291015625,0.0005935535422164726,1231
362,0.056092675775289536,0.9886202216148376,1.0546875,0.0005935040418629705,1406
363,0.05028088390827179,0.9880329370498657,1.4140625,0.000593454354302328,1337
364,0.03848790004849434,0.9885444641113281,1.03125,0.0005934044795667866,1484
365,0.052615243941545486,0.9863842725753784,1.0546875,0.0005933544176887096,1983
366,0.046345096081495285,0.989047110080719,0.97265625,0.0005933041687005815,1826
367,0.061576660722494125,0.9863781929016113,1.1953125,0.0005932537326350085,1248
368,0.019884783774614334,0.9952380657196045,0.765625,0.0005932031095247179,1260
369,0.04579772800207138,0.9861325025558472,1.3203125,0.0005931522994025584,1298
370,0.043852172791957855,0.9902162551879883,0.8828125,0.0005931013023015004,1942
371,0.018762219697237015,0.9958193898200989,0.7265625,0.0005930501182546352,1196
372,0.009728025645017624,0.9985714554786682,0.392578125,0.0005929987472951755,1400
373,0.04731659218668938,0.9895209670066833,1.15625,0.0005929471894564554,1336
374,0.009310107678174973,0.9987269043922424,0.32421875,0.0005928954447719304,1571
375,0.028530478477478027,0.9919999837875366,0.9296875,0.0005928435132751768,1625
