step,loss,acc,eos_acc,gnorm,lr,n_tok,noise_p
833,1.7405109405517578,0.474171906709671,0.375,1.359375,0.0005751204650351705,9389,0.15
834,1.4948253631591797,0.6048348546028137,0.5,1.1796875,0.0005750428002948295,14561,0.15
835,1.915371060371399,0.4183812439441681,0.5625,0.94140625,0.0005749650198767321,13949,0.15
836,1.7444907426834106,0.4560410976409912,0.4375,0.96875,0.0005748871238141965,11488,0.15
837,1.8412963151931763,0.4867683947086334,0.3125,1.8046875,0.0005748091121405909,11601,0.15
838,1.8381913900375366,0.4441027343273163,0.5,1.53125,0.0005747309848893333,12031,0.15
839,1.932951807975769,0.43376854062080383,0.4375,1.1640625,0.0005746527420938907,8961,0.15
840,1.6188554763793945,0.496772438287735,0.625,0.984375,0.0005745743837877799,10999,0.15
841,1.9069150686264038,0.4848404824733734,0.25,1.0625,0.0005744959100045672,7586,0.15
842,1.4921945333480835,0.5981451272964478,0.25,1.2109375,0.0005744173207778682,11106,0.15
843,1.4511593580245972,0.5251752138137817,0.5625,1.09375,0.0005743386161413479,13982,0.15
844,1.2568488121032715,0.6078245043754578,0.375,1.0546875,0.000574259796128721,11579,0.15
845,1.787162184715271,0.49289512634277344,0.5,1.7265625,0.0005741808607737516,10345,0.15
846,2.4680721759796143,0.3786872625350952,0.75,1.4296875,0.0005741018101102529,6475,0.15
847,1.7338427305221558,0.4777526259422302,0.3125,1.1328125,0.0005740226441720877,13687,0.15
848,2.0256435871124268,0.45727747678756714,0.625,0.9765625,0.0005739433629931683,9550,0.15
849,1.7440625429153442,0.5023787021636963,0.3125,1.5234375,0.0005738639666074563,11561,0.15
850,1.6735196113586426,0.4859039783477783,0.375,1.4453125,0.0005737844550489623,9790,0.15
851,1.4439350366592407,0.5904884338378906,0.1875,1.765625,0.0005737048283517468,18693,0.15
852,1.4857988357543945,0.5790977478027344,0.3125,1.2578125,0.0005736250865499192,9798,0.15
853,2.0607237815856934,0.4256550967693329,0.25,1.0390625,0.0005735452296776384,9846,0.15
854,1.6981263160705566,0.5129020810127258,0.1875,1.328125,0.0005734652577691125,22942,0.15
855,1.829922080039978,0.47230732440948486,0.0625,1.234375,0.000573385170858599,12729,0.15
856,1.5818287134170532,0.5317212343215942,0.125,0.953125,0.0005733049689804046,22414,0.15
857,1.6746127605438232,0.4841059148311615,0.0625,1.0859375,0.0005732246521688852,16201,0.15
858,1.7320185899734497,0.46555158495903015,0.1875,1.0390625,0.0005731442204584459,20088,0.15
859,1.7423694133758545,0.51704341173172,0.375,1.453125,0.0005730636738835412,13935,0.15
860,1.4864790439605713,0.53125,0.125,1.4375,0.0005729830124786746,10912,0.15
861,1.7043282985687256,0.5145514011383057,0.8125,1.6171875,0.0005729022362783989,10755,0.15
862,1.670920491218567,0.509695291519165,0.5,1.296875,0.0005728213453173161,11191,0.15
863,1.6702224016189575,0.5075694918632507,0.0,1.2578125,0.0005727403396300774,15787,0.15
864,1.319438099861145,0.627659022808075,0.1875,1.390625,0.000572659219251383,19885,0.15
865,1.8565821647644043,0.43544644117355347,0.25,1.171875,0.000572577984215982,8187,0.15
866,1.982338547706604,0.4138374924659729,0.125,1.2890625,0.0005724966345586734,6215,0.15
867,1.879667043685913,0.4443384110927582,0.3125,1.296875,0.0005724151703143046,14669,0.15
868,1.5969380140304565,0.5172696709632874,0.0625,1.328125,0.0005723335915177721,24378,0.15
869,2.256898880004883,0.38967639207839966,0.0625,1.8828125,0.000572251898204022,7478,0.15
870,1.3601927757263184,0.6081568002700806,0.1875,1.1640625,0.0005721700904080489,11941,0.15
871,1.5124067068099976,0.5178765058517456,0.375,1.203125,0.0005720881681648967,24921,0.15
872,1.7655797004699707,0.47805097699165344,0.3125,1.25,0.0005720061315096583,20092,0.15
873,1.5463546514511108,0.5051866173744202,0.375,1.109375,0.0005719239804774757,18702,0.15
874,1.585961937904358,0.5552574992179871,0.25,1.6953125,0.0005718417151035396,7456,0.15
875,1.459386944770813,0.5587090253829956,0.3125,1.1796875,0.00057175933542309,23114,0.15
876,1.8956254720687866,0.44158610701560974,0.375,1.203125,0.0005716768414714157,6103,0.15
877,1.6007295846939087,0.5281803607940674,0.5,1.109375,0.0005715942332838545,10557,0.15
878,1.9465750455856323,0.44000741839408875,0.25,1.4296875,0.0005715115108957931,16202,0.15
879,1.5642009973526,0.5434678792953491,0.375,0.94921875,0.0005714286743426672,16794,0.15
880,1.8885618448257446,0.4121510684490204,0.25,1.8515625,0.0005713457236599613,6699,0.15
881,1.973137378692627,0.4540358781814575,0.625,1.1640625,0.0005712626588832087,6244,0.15
882,1.681506872177124,0.4944419264793396,0.5625,1.359375,0.000571179480047992,8816,0.15
883,1.6975120306015015,0.49817562103271484,0.5625,0.9609375,0.0005710961871899423,12881,0.15
884,1.9026837348937988,0.44425103068351746,0.375,1.3359375,0.0005710127803447394,10915,0.15
885,1.7495678663253784,0.4516887962818146,0.4375,1.0546875,0.0005709292595481124,19126,0.15
886,1.707543134689331,0.45869049429893494,0.5,0.84765625,0.0005708456248358388,19015,0.15
887,1.4890822172164917,0.5450523495674133,0.5,0.91796875,0.000570761876243745,13562,0.15
888,1.8903495073318481,0.42806777358055115,0.1875,0.87109375,0.0005706780138077065,10211,0.15
889,1.9114205837249756,0.47025904059410095,0.4375,0.9609375,0.000570594037563647,6254,0.15
890,2.272909164428711,0.3472241163253784,0.25,1.7109375,0.0005705099475475394,7367,0.15
891,1.967109203338623,0.43155115842819214,0.6875,1.53125,0.0005704257437954053,7575,0.15
892,1.6637924909591675,0.5157710909843445,0.125,1.25,0.0005703414263433146,11445,0.15
893,1.7047306299209595,0.4615384638309479,0.375,1.625,0.0005702569952273866,8684,0.15
894,2.1046392917633057,0.372287780046463,0.25,0.96875,0.0005701724504837887,10508,0.15
895,1.5367012023925781,0.5397396683692932,0.375,1.359375,0.0005700877921487371,20282,0.15
896,2.1643660068511963,0.38700905442237854,0.4375,1.2421875,0.0005700030202584968,6620,0.15
897,1.7609435319900513,0.4874834418296814,0.375,0.921875,0.0005699181348493815,16618,0.15
898,1.5493693351745605,0.5261202454566956,0.25,1.1796875,0.0005698331359577534,22875,0.15
899,1.6272237300872803,0.5270233750343323,0.0625,1.828125,0.0005697480236200232,7364,0.15
900,1.9959015846252441,0.40207639336586,0.375,1.28125,0.0005696627978726504,9921,0.15
901,1.5251460075378418,0.5336326360702515,0.4375,1.234375,0.000569577458752143,12027,0.15
902,1.9474165439605713,0.44001197814941406,0.4375,1.2890625,0.0005694920062950575,10027,0.15
903,2.0602033138275146,0.42425891757011414,0.5,2.921875,0.0005694064405379991,7354,0.15
904,1.6454412937164307,0.4586930274963379,0.5625,1.0546875,0.0005693207615176215,19113,0.15
905,1.6797566413879395,0.46746736764907837,0.375,1.234375,0.0005692349692706267,11573,0.15
906,1.7850852012634277,0.446524053812027,0.375,1.0234375,0.0005691490638337656,14586,0.15
907,1.3955028057098389,0.5857111215591431,0.3125,1.640625,0.0005690630452438371,8972,0.15
908,1.598075032234192,0.5073601603507996,0.4375,1.875,0.000568976913537689,16304,0.15
909,2.1741724014282227,0.4318310618400574,1.0,1.9453125,0.0005688906687522173,7056,0.15
910,1.784777283668518,0.4638387858867645,0.3125,1.5625,0.0005688043109243666,15583,0.15
911,1.8607254028320312,0.44480228424072266,0.0625,1.6953125,0.00056871784009113,13352,0.15
912,1.6678643226623535,0.48084959387779236,0.125,1.1015625,0.0005686312562895484,14360,0.15
913,2.1113648414611816,0.4398968815803528,0.1875,1.2109375,0.000568544559556712,9309,0.15
914,1.4751131534576416,0.5455970168113708,0.0,1.4921875,0.0005684577499297588,24245,0.15
915,1.9253746271133423,0.4475157558917999,0.0,1.4609375,0.0005683708274458752,11432,0.15
916,1.6482113599777222,0.5693581700325012,0.3125,1.1640625,0.0005682837921422959,5796,0.15
917,2.2568862438201904,0.348829984664917,0.1875,1.3984375,0.0005681966440563044,9658,0.15
918,1.611665964126587,0.5172616839408875,0.0625,1.328125,0.0005681093832252321,11876,0.15
919,1.7652279138565063,0.5035325884819031,0.125,1.4140625,0.0005680220096864585,8917,0.15
920,1.8022488355636597,0.47197699546813965,0.1875,1.6015625,0.0005679345234774118,14613,0.15
921,1.7021716833114624,0.46799543499946594,0.0,1.140625,0.0005678469246355684,19216,0.15
922,1.7056056261062622,0.49004125595092773,0.3125,1.328125,0.0005677592131984529,11146,0.15
923,1.6666574478149414,0.47497862577438354,0.25,1.328125,0.0005676713892036378,15207,0.15
924,1.8814259767532349,0.45941853523254395,0.625,2.0,0.0005675834526887444,6604,0.15
925,1.8733079433441162,0.42802366614341736,0.5625,1.5,0.0005674954036914418,9128,0.15
926,1.5207797288894653,0.5311830639839172,0.5,1.8359375,0.0005674072422494474,8867,0.15
927,1.7067264318466187,0.4928325414657593,0.5625,1.078125,0.0005673189684005268,12487,0.15
928,1.3972300291061401,0.5665377974510193,0.5625,1.2265625,0.0005672305821824937,16036,0.15
929,2.2347805500030518,0.3919999897480011,0.6875,1.1640625,0.0005671420836332098,4750,0.15
930,1.876598834991455,0.4328073263168335,0.5,1.046875,0.0005670534727905853,9949,0.15
931,1.81696355342865,0.44454383850097656,0.5,1.4140625,0.0005669647496925781,13416,0.15
932,1.7912583351135254,0.43958526849746704,0.5,1.2734375,0.0005668759143771944,7523,0.15
933,1.4401460886001587,0.5626269578933716,0.375,1.21875,0.0005667869668824886,11816,0.15
934,1.8588638305664062,0.46652495861053467,0.625,1.140625,0.0005666979072465625,6587,0.15
935,1.7995299100875854,0.45007893443107605,0.375,0.96484375,0.000566608735507567,10136,0.15
936,1.7794135808944702,0.47094985842704773,0.4375,1.0234375,0.0005665194517037001,11549,0.15
937,1.9404010772705078,0.4016166627407074,0.4375,1.28125,0.0005664300558732083,4701,0.15
938,1.600050449371338,0.5360965132713318,0.375,0.92578125,0.0005663405480543858,11774,0.15
939,1.6410619020462036,0.49185168743133545,0.6875,0.85546875,0.000566250928285575,18961,0.15
940,1.6641725301742554,0.5005261898040771,0.4375,1.0078125,0.0005661611966051661,19955,0.15
941,1.8033000230789185,0.48722043633461,0.375,1.3046875,0.0005660713530515973,10016,0.15
942,2.156930446624756,0.4003731608390808,0.3125,1.3203125,0.0005659813976633547,10183,0.15
943,1.471983551979065,0.5641003847122192,0.5,0.89453125,0.0005658913304789725,11677,0.15
944,1.5513380765914917,0.5600072145462036,0.125,1.4609375,0.0005658011515370325,11132,0.15
945,1.6437240839004517,0.5139029026031494,0.3125,1.3203125,0.0005657108608761645,9926,0.15
946,1.5525803565979004,0.545336127281189,0.25,1.03125,0.0005656204585350461,15352,0.15
947,1.3081923723220825,0.5845687985420227,0.25,1.2421875,0.0005655299445524029,15851,0.15
948,1.677316427230835,0.4994284212589264,0.6875,1.171875,0.0005654393189670081,13996,0.15
949,1.8868682384490967,0.46402838826179504,0.375,1.515625,0.0005653485818176829,9577,0.15
950,1.4609777927398682,0.5726129412651062,0.3125,1.078125,0.0005652577331432962,13992,0.15
951,1.5954324007034302,0.5000439286231995,0.5,1.3203125,0.0005651667729827647,11379,0.15
952,2.007814407348633,0.4327937066555023,0.25,1.1171875,0.0005650757013750527,13466,0.15
953,1.9936026334762573,0.4265294373035431,0.4375,1.09375,0.0005649845183591726,6996,0.15
954,1.5887866020202637,0.5300071239471436,0.8125,1.015625,0.0005648932239741843,11264,0.15
955,1.4429020881652832,0.5392948985099792,0.1875,1.2421875,0.0005648018182591952,15969,0.15
956,1.2655147314071655,0.6084663271903992,0.375,1.625,0.0005647103012533608,15166,0.15
957,1.777784824371338,0.43707239627838135,0.5,1.125,0.0005646186729958839,6285,0.15
958,1.3608125448226929,0.5654975175857544,0.4375,1.0,0.0005645269335260152,9779,0.15
959,2.0381669998168945,0.4122791290283203,0.1875,1.109375,0.0005644350828830532,5603,0.15
960,1.2941006422042847,0.6415424942970276,0.3125,0.953125,0.0005643431211063434,10269,0.15
961,1.7844600677490234,0.43343329429626465,0.1875,0.75390625,0.0005642510482352797,14339,0.15
962,1.912277340888977,0.43858879804611206,0.5,1.09375,0.000564158864309303,9127,0.15
963,1.521947979927063,0.5346731543540955,0.5625,1.1953125,0.0005640665693679019,12589,0.15
964,2.061288833618164,0.4026961624622345,0.25,1.1015625,0.0005639741634506127,14465,0.15
965,1.3526766300201416,0.6205679774284363,0.1875,1.3125,0.0005638816465970192,18417,0.15
966,1.352033019065857,0.6236155033111572,0.25,1.1484375,0.0005637890188467526,15168,0.15
967,1.6627516746520996,0.521994948387146,0.5,1.453125,0.0005636962802394917,7138,0.15
968,1.470907211303711,0.5164111256599426,0.5625,1.421875,0.0005636034308149628,24130,0.15
969,1.4386639595031738,0.5576496720314026,0.5,1.6015625,0.0005635104706129397,11726,0.15
970,1.2490370273590088,0.6024062037467957,0.1875,1.2578125,0.0005634173996732435,14130,0.15
971,1.281272292137146,0.6291998624801636,0.25,1.09375,0.0005633242180357428,19822,0.15
972,1.5844820737838745,0.5231313705444336,0.6875,1.8359375,0.0005632309257403538,11305,0.15
973,1.9259581565856934,0.44504591822624207,0.1875,1.6171875,0.0005631375228270399,12192,0.15
974,1.461385726928711,0.5239813327789307,0.5,1.5,0.0005630440093358119,14136,0.15
975,1.439371109008789,0.5946683883666992,0.5,1.40625,0.0005629503853067279,6227,0.15
976,1.6469042301177979,0.49279794096946716,0.25,1.21875,0.0005628566507798938,17009,0.15
977,1.6082957983016968,0.5264375805854797,0.375,1.3125,0.0005627628057954621,14260,0.15
978,2.122889280319214,0.41597476601600647,0.375,1.546875,0.0005626688503936333,6022,0.15
979,1.6640782356262207,0.5124139785766602,0.5,1.203125,0.0005625747846146548,10029,0.15
980,1.7029744386672974,0.4571513533592224,0.625,1.1484375,0.0005624806084988214,13466,0.15
981,2.1140613555908203,0.41904130578041077,0.4375,1.328125,0.0005623863220864751,4527,0.15
982,1.6604617834091187,0.5357358455657959,0.3125,1.3046875,0.0005622919254180052,9934,0.15
983,1.4848120212554932,0.547838568687439,0.5,0.83984375,0.0005621974185338484,20935,0.15
984,1.4373583793640137,0.6057215332984924,0.5,1.6796875,0.0005621028014744882,10277,0.15
985,1.6439704895019531,0.5296365022659302,0.375,1.484375,0.0005620080742804558,9161,0.15
986,2.157470941543579,0.3846626877784729,0.5,1.2109375,0.0005619132369923292,4877,0.15
987,1.7035975456237793,0.5112943649291992,0.1875,0.91796875,0.0005618182896507336,17221,0.15
988,1.453826665878296,0.601883053779602,0.25,1.5390625,0.0005617232322963415,8603,0.15
989,1.6637756824493408,0.4809616208076477,0.375,1.0546875,0.0005616280649698725,12895,0.15
990,1.4695844650268555,0.549893856048584,0.1875,1.28125,0.0005615327877120931,14601,0.15
991,1.7661285400390625,0.48422595858573914,0.1875,0.91015625,0.0005614374005638173,9541,0.15
992,1.9144259691238403,0.4426497220993042,0.625,1.0546875,0.0005613419035659058,11020,0.15
993,1.7858233451843262,0.4957996904850006,0.875,2.953125,0.0005612462967592663,12261,0.15
994,1.7644999027252197,0.48513156175613403,0.8125,1.25,0.0005611505801848541,14023,0.15
995,1.6509878635406494,0.5091267228126526,0.4375,1.2890625,0.0005610547538836707,19284,0.15
996,1.481276512145996,0.5477557182312012,0.25,0.90234375,0.0005609588178967655,24217,0.15
997,1.9288374185562134,0.4386235177516937,0.25,0.91015625,0.0005608627722652339,13629,0.15
998,1.717738389968872,0.5207369923591614,0.125,1.21875,0.0005607666170302193,14274,0.15
999,1.2755813598632812,0.6265486478805542,0.4375,1.359375,0.0005606703522329113,10170,0.15
1000,1.5975366830825806,0.5122597813606262,0.25,0.8203125,0.0005605739779145468,15090,0.15
1001,1.9425204992294312,0.45146188139915466,0.1875,0.8671875,0.0005604774941164093,9611,0.15
1002,1.8530899286270142,0.4507652521133423,0.125,0.9921875,0.0005603809008798296,10846,0.15
1003,1.9240740537643433,0.4385802745819092,0.5,0.9140625,0.0005602841982461851,7579,0.15
1004,1.434835433959961,0.566530704498291,0.125,1.0859375,0.0005601873862569,7846,0.15
1005,1.2466224431991577,0.6102245450019836,0.4375,0.9921875,0.0005600904649534456,10778,0.15
1006,1.5445126295089722,0.5381872653961182,0.1875,1.0703125,0.00055999343437734,14023,0.15
1007,1.7336729764938354,0.46417656540870667,0.5625,1.578125,0.0005598962945701479,8835,0.15
1008,1.8087815046310425,0.4679645001888275,0.125,1.0078125,0.000559799045573481,12174,0.15
1009,1.6853841543197632,0.5271009206771851,0.375,1.0546875,0.0005597016874289976,6033,0.15
1010,1.5601797103881836,0.5357206463813782,0.8125,1.15625,0.0005596042201784027,11282,0.15
1011,1.4425361156463623,0.6054378151893616,0.0625,1.5859375,0.0005595066438634484,4671,0.15
1012,1.9747148752212524,0.42412281036376953,0.625,1.1484375,0.0005594089585259334,6840,0.15
1013,1.5157023668289185,0.5528537034988403,0.5625,0.8515625,0.0005593111642077026,9952,0.15
1014,1.856814980506897,0.45713716745376587,0.4375,1.375,0.0005592132609506483,15083,0.15
1015,1.2140201330184937,0.6656323671340942,0.5625,1.2734375,0.000559115248796709,9346,0.15
1016,1.276598334312439,0.6460643410682678,0.25,0.96875,0.00055901712778787,16325,0.15
1017,2.0056917667388916,0.411410927772522,0.625,1.421875,0.0005589188979661633,6152,0.15
1018,1.1952192783355713,0.6574113965034485,0.5625,1.2578125,0.0005588205593736673,20745,0.15
1019,1.1290667057037354,0.6517372131347656,0.875,1.1796875,0.0005587221120525073,13441,0.15
1020,1.6605632305145264,0.46305957436561584,0.5,0.71875,0.000558623556044855,19166,0.15
1021,1.4514474868774414,0.5646975040435791,0.9375,0.796875,0.0005585248913929285,15472,0.15
1022,1.673242211341858,0.5207740068435669,0.375,1.0859375,0.0005584261181389926,10181,0.15
1023,1.4021459817886353,0.5591045022010803,0.5625,0.87109375,0.0005583272363253588,24076,0.15
1024,1.8002581596374512,0.4350639581680298,0.5625,1.0390625,0.0005582282459943849,13290,0.15
1025,1.9804956912994385,0.40929827094078064,0.3125,1.203125,0.0005581291471884751,9206,0.15
1026,1.8907074928283691,0.4159921109676361,0.625,1.203125,0.0005580299399500803,10130,0.15
1027,1.7434452772140503,0.4882919192314148,0.625,1.359375,0.0005579306243216974,8413,0.15
1028,1.9227811098098755,0.47523006796836853,0.9375,1.5703125,0.0005578312003458706,13040,0.15
1029,1.5009169578552246,0.5385637283325195,0.5625,1.3984375,0.0005577316680651895,21082,0.15
1030,1.4633538722991943,0.5942103266716003,0.25,1.390625,0.0005576320275222908,13645,0.15
1031,1.8605856895446777,0.46162617206573486,0.375,1.2265625,0.0005575322787598576,8769,0.15
1032,1.8894387483596802,0.47463592886924744,0.6875,0.94140625,0.0005574324218206185,6249,0.15
1033,2.1403958797454834,0.3877819776535034,0.4375,1.2890625,0.0005573324567473494,6073,0.15
1034,1.1394304037094116,0.681107223033905,0.25,1.125,0.0005572323835828721,8887,0.15
1035,1.4248405694961548,0.5603948831558228,0.3125,0.9453125,0.0005571322023700549,10332,0.15
1036,1.7772663831710815,0.4488479197025299,0.125,1.2109375,0.0005570319131518119,8680,0.15
1037,1.6490695476531982,0.528128981590271,0.3125,1.8203125,0.0005569315159711043,5457,0.15
1038,1.9788117408752441,0.43960848450660706,0.3125,1.2109375,0.0005568310108709385,9604,0.15
1039,1.2354047298431396,0.6208862662315369,0.4375,1.9375,0.0005567303978943681,3859,0.15
1040,1.7656193971633911,0.4723109304904938,0.75,1.3515625,0.0005566296770844924,12839,0.15
1041,1.5882636308670044,0.5040337443351746,1.0,1.0859375,0.0005565288484844571,10908,0.15
1042,1.4226408004760742,0.5645161271095276,0.5,1.2890625,0.0005564279121374539,11284,0.15
1043,1.7780132293701172,0.4451156258583069,0.1875,1.171875,0.0005563268680867206,11588,0.15
1044,1.2997047901153564,0.5985149145126343,0.375,1.1796875,0.0005562257163755412,15622,0.15
1045,1.7215721607208252,0.492091566324234,0.4375,1.0234375,0.000556124457047246,9610,0.15
1046,1.2664906978607178,0.6383928656578064,0.5,1.546875,0.0005560230901452116,10080,0.15
1047,1.5472265481948853,0.5368241667747498,0.5625,1.3984375,0.0005559216157128598,16443,0.15
1048,2.3969883918762207,0.33037105202674866,0.375,1.59375,0.0005558200337936594,6414,0.15
1049,1.34115731716156,0.6062077283859253,0.0625,0.94921875,0.0005557183444311249,10503,0.15
1050,1.6308985948562622,0.5224534273147583,0.25,1.0234375,0.0005556165476688164,10956,0.15
1051,1.6653790473937988,0.48283007740974426,0.0625,0.91796875,0.0005555146435503407,10134,0.15
1052,2.050713062286377,0.4408233165740967,0.125,1.3515625,0.0005554126321193503,9328,0.15
1053,1.6451241970062256,0.4960414171218872,0.25,1.1796875,0.0005553105134195436,9852,0.15
1054,1.5532845258712769,0.5390539169311523,0.5,0.93359375,0.0005552082874946649,12726,0.15
1055,1.6209477186203003,0.495742529630661,0.125,0.859375,0.0005551059543885046,18673,0.15
1056,1.491350531578064,0.5586766600608826,0.125,0.984375,0.0005550035141448991,6408,0.15
1057,2.0277256965637207,0.41015690565109253,0.5625,1.234375,0.0005549009668077304,5927,0.15
1058,1.5036208629608154,0.5410614609718323,0.625,1.0859375,0.0005547983124209265,10740,0.15
1059,1.783990502357483,0.5073778033256531,0.5625,0.9296875,0.0005546955510284615,7387,0.15
1060,1.700922966003418,0.4652648866176605,0.6875,0.69140625,0.0005545926826743548,13459,0.15
1061,1.9116599559783936,0.43887636065483093,0.4375,0.89453125,0.000554489707402672,5767,0.15
1062,1.6021729707717896,0.539733350276947,0.4375,1.109375,0.0005543866252575246,15000,0.15
1063,0.9527310132980347,0.763719916343689,0.0,1.4296875,0.0005542834362830697,19151,0.15
1064,1.9621914625167847,0.4145275950431824,0.625,0.82421875,0.0005541801405235101,7324,0.15
1065,1.6115238666534424,0.5334542989730835,0.1875,0.80859375,0.0005540767380230944,8818,0.15
1066,1.5890215635299683,0.5083205699920654,0.25,0.96484375,0.0005539732288261169,16946,0.15
1067,1.7556523084640503,0.476296067237854,0.3125,1.25,0.0005538696129769178,15335,0.15
1068,1.6659213304519653,0.49932265281677246,0.9375,1.3046875,0.0005537658905198828,14025,0.15
1069,1.4953978061676025,0.5923502445220947,0.5625,1.4453125,0.0005536620614994432,8863,0.15
1070,1.301800012588501,0.6482653617858887,0.125,1.7578125,0.0005535581259600762,3949,0.15
1071,1.6890995502471924,0.48212140798568726,0.1875,1.03125,0.0005534540839463044,13312,0.15
1072,1.7460815906524658,0.486400842666626,0.25,1.2421875,0.0005533499355026961,11361,0.15
1073,1.6321660280227661,0.511086642742157,0.4375,1.1328125,0.0005532456806738652,14522,0.15
1074,1.6275441646575928,0.5005617737770081,0.5,1.3515625,0.0005531413195044712,21360,0.15
1075,1.5645616054534912,0.5244715213775635,0.6875,0.984375,0.0005530368520392189,10502,0.15
1076,1.8584725856781006,0.5946704149246216,0.375,2.453125,0.0005529322783228591,7130,0.15
1077,1.6887681484222412,0.5255977511405945,0.75,1.4609375,0.0005528275984001878,14220,0.15
1078,1.5855218172073364,0.5195887088775635,0.5,0.90234375,0.0005527228123160464,19450,0.15
1079,1.8353173732757568,0.4292792081832886,0.375,1.1875,0.0005526179201153222,6257,0.15
1080,1.9115290641784668,0.44202369451522827,0.625,1.078125,0.0005525129218429474,6839,0.15
1081,1.9284298419952393,0.4286503493785858,0.5,1.328125,0.0005524078175439001,5431,0.15
1082,1.5198768377304077,0.5731503367424011,0.3125,0.8515625,0.0005523026072632034,11948,0.15
1083,1.4043121337890625,0.5583053827285767,0.375,1.3125,0.0005521972910459264,9536,0.15
1084,1.6431715488433838,0.5100540518760681,0.4375,1.0,0.0005520918689371832,21086,0.15
1085,2.06805157661438,0.42338573932647705,0.3125,1.2265625,0.0005519863409821329,14821,0.15
1086,1.9245502948760986,0.41170579195022583,0.6875,0.9765625,0.0005518807072259806,6988,0.15
1087,1.5378211736679077,0.5507169365882874,0.3125,1.3515625,0.0005517749677139765,7532,0.15
1088,1.898352861404419,0.4383498430252075,0.3125,1.3203125,0.000551669122491416,8678,0.15
1089,1.6293336153030396,0.5083949565887451,0.6875,2.125,0.0005515631716036396,11495,0.15
1090,1.869304895401001,0.46564045548439026,0.5625,1.25,0.0005514571150960336,9095,0.15
1091,1.4872112274169922,0.5704042315483093,0.375,1.40625,0.0005513509530140292,8089,0.15
1092,1.8702335357666016,0.41792991757392883,0.3125,1.4453125,0.0005512446854031025,6135,0.15
1093,1.6847466230392456,0.466196745634079,0.125,1.109375,0.0005511383123087758,9363,0.15
1094,1.943513035774231,0.407529354095459,0.3125,1.2890625,0.0005510318337766155,6986,0.15
1095,1.5966503620147705,0.505302906036377,0.5,1.375,0.0005509252498522336,20932,0.15
1096,1.6631547212600708,0.5026407837867737,0.5625,1.296875,0.0005508185605812875,11171,0.15
1097,1.5213671922683716,0.5583792924880981,0.5625,1.7421875,0.0005507117660094792,13772,0.15
1098,1.2501204013824463,0.5995440483093262,0.5,1.3125,0.0005506048661825565,6580,0.15
1099,1.2023608684539795,0.6180633306503296,0.375,0.9765625,0.0005504978611463116,14272,0.15
1100,1.9119598865509033,0.43338143825531006,0.625,1.0859375,0.0005503907509465823,6237,0.15
1101,1.912490725517273,0.4577609598636627,0.5625,0.84765625,0.0005502835356292508,9245,0.15
1102,2.1676459312438965,0.38636693358421326,0.75,1.3828125,0.000550176215240245,6895,0.15
1103,1.8120132684707642,0.4396739602088928,0.875,0.8515625,0.0005500687898255376,12391,0.15
1104,1.9079660177230835,0.44975200295448303,0.125,1.1328125,0.0005499612594311461,9274,0.15
1105,1.4929150342941284,0.5423298478126526,0.75,1.125,0.0005498536241031333,13005,0.15
1106,1.9785099029541016,0.4315572679042816,0.25,0.828125,0.0005497458838876066,6794,0.15
1107,1.5083502531051636,0.5870996713638306,0.0625,1.1484375,0.0005496380388307183,11085,0.15
1108,1.6366115808486938,0.49456077814102173,0.0625,1.1953125,0.0005495300889786662,8549,0.15
1109,1.4532190561294556,0.5538774132728577,0.1875,1.0703125,0.0005494220343776925,24101,0.15
1110,1.3093048334121704,0.5864661931991577,0.3125,1.0625,0.000549313875074084,9975,0.15
1111,1.718448519706726,0.5070106983184814,0.25,1.6953125,0.000549205611114173,10270,0.15
1112,1.8750680685043335,0.46846991777420044,0.1875,0.921875,0.0005490972425443363,12385,0.15
1113,1.6849771738052368,0.4612361490726471,0.25,0.9296875,0.0005489887694109957,19593,0.15
1114,1.5927956104278564,0.5348052382469177,0.3125,1.1640625,0.0005488801917606173,10372,0.15
1115,1.3467968702316284,0.5809372067451477,0.5,0.9296875,0.0005487715096397127,19441,0.15
1116,1.848494052886963,0.4524379074573517,0.4375,1.0703125,0.0005486627230948375,5435,0.15
1117,1.4232202768325806,0.5731697082519531,0.25,1.1171875,0.0005485538321725927,24368,0.15
1118,1.8390069007873535,0.4196217358112335,0.625,1.15625,0.0005484448369196235,5076,0.15
1119,1.5553635358810425,0.529347836971283,0.9375,1.578125,0.0005483357373826201,11960,0.15
1120,2.2463467121124268,0.33643409609794617,0.4375,1.328125,0.0005482265336083173,8385,0.15
1121,1.6629821062088013,0.4612104296684265,0.5625,1.234375,0.0005481172256434944,13367,0.15
1122,1.6252177953720093,0.54828280210495,0.6875,1.546875,0.0005480078135349758,4950,0.15
1123,1.5323296785354614,0.5273376703262329,0.375,1.1171875,0.0005478982973296298,8962,0.15
1124,1.929347038269043,0.42250651121139526,0.375,1.078125,0.0005477886770743698,8833,0.15
1125,1.594361424446106,0.5052850842475891,0.0625,1.265625,0.0005476789528161536,18732,0.15
1126,1.5769600868225098,0.5140357613563538,0.125,0.90625,0.0005475691246019836,17491,0.15
1127,1.8067959547042847,0.4308367967605591,0.4375,1.5546875,0.0005474591924789068,8198,0.15
1128,1.315394639968872,0.6127691268920898,0.125,1.6796875,0.0005473491564940144,12029,0.15
1129,1.50399649143219,0.5220292210578918,0.1875,1.265625,0.0005472390166944426,18884,0.15
