track,mode,category,value
Track01906,reset,fp_program_swap,48
Track01906,reset,fp_spurious_near,4996
Track01906,reset,fp_spurious_far,19
Track01906,reset,gt_drum,1415
Track01906,reset,pred_drum,4698
Track01906,reset,tp_drum,386
Track01906,reset,miss_drum,1029
Track01906,reset,fp_drum,4312
Track01906,reset,tp_pitched,178
Track01906,reset,tp_pitched_offset_ok,32
Track01906,reset,tp_pitched_offset_short,138
Track01906,reset,tp_pitched_offset_long,8
Track01906,reset,mean_offset_delta_ticks_pitched,-25.3202
Track01906,reset,mean_duration_ratio_pitched,0.809123
Track01906,reset,precision,0.0275176
Track01906,reset,recall,0.110156
Track01906,reset,f1,0.044035
Track01906,reset,mean_onset_delta_ticks,1.70035
Track01906,reset,mean_offset_delta_ticks,-13.7748
Track01906,reset,mean_duration_ratio,0.332552
Track01907,continuous,n_gt,6146
Track01907,continuous,n_pred,2389
Track01907,continuous,tp_onset,30
Track01907,continuous,tp_offset_ok,1
Track01907,continuous,tp_offset_short,22
Track01907,continuous,tp_offset_long,7
Track01907,continuous,miss_timing_near,605
Track01907,continuous,miss_same_pitch_far,206
Track01907,continuous,miss_octave,10
Track01907,continuous,miss_program_swap,5
Track01907,continuous,miss_no_candidate,5290
Track01907,continuous,fp_timing,739
Track01907,continuous,fp_octave,8
Track01907,continuous,fp_program_swap,5
Track01907,continuous,fp_spurious_near,1579
Track01907,continuous,fp_spurious_far,28
Track01907,continuous,gt_drum,887
Track01907,continuous,pred_drum,959
Track01907,continuous,tp_drum,22
Track01907,continuous,miss_drum,865
Track01907,continuous,fp_drum,937
Track01907,continuous,tp_pitched,8
Track01907,continuous,tp_pitched_offset_ok,1
Track01907,continuous,tp_pitched_offset_short,0
Track01907,continuous,tp_pitched_offset_long,7
Track01907,continuous,mean_offset_delta_ticks_pitched,33.75
Track01907,continuous,mean_duration_ratio_pitched,2.93226
Track01907,continuous,precision,0.0125576
Track01907,continuous,recall,0.00488122
Track01907,continuous,f1,0.00702988
Track01907,continuous,mean_onset_delta_ticks,2.33333
Track01907,continuous,mean_offset_delta_ticks,-2.9
Track01907,continuous,mean_duration_ratio,0.819766
Track01907,reset,n_gt,6146
Track01907,reset,n_pred,22289
Track01907,reset,tp_onset,569
Track01907,reset,tp_offset_ok,100
Track01907,reset,tp_offset_short,468
Track01907,reset,tp_offset_long,1
Track01907,reset,miss_timing_near,420
Track01907,reset,miss_same_pitch_far,733
Track01907,reset,miss_octave,110
Track01907,reset,miss_program_swap,15
Track01907,reset,miss_no_candidate,4299
Track01907,reset,fp_timing,17015
Track01907,reset,fp_octave,47
Track01907,reset,fp_program_swap,29
Track01907,reset,fp_spurious_near,4629
Track01907,reset,fp_spurious_far,0
Track01907,reset,gt_drum,887
Track01907,reset,pred_drum,4027
Track01907,reset,tp_drum,309
Track01907,reset,miss_drum,578
Track01907,reset,fp_drum,3718
Track01907,reset,tp_pitched,260
Track01907,reset,tp_pitched_offset_ok,97
Track01907,reset,tp_pitched_offset_short,162
Track01907,reset,tp_pitched_offset_long,1
Track01907,reset,mean_offset_delta_ticks_pitched,-17.2577
Track01907,reset,mean_duration_ratio_pitched,0.364573
Track01907,reset,precision,0.0255283
Track01907,reset,recall,0.0925805
Track01907,reset,f1,0.0400211
Track01907,reset,mean_onset_delta_ticks,2.25659
Track01907,reset,mean_offset_delta_ticks,-16.9156
Track01907,reset,mean_duration_ratio,0.198047
Track01913,continuous,n_gt,8052
Track01913,continuous,n_pred,3557
Track01913,continuous,tp_onset,422
Track01913,continuous,tp_offset_ok,135
Track01913,continuous,tp_offset_short,287
Track01913,continuous,tp_offset_long,0
Track01913,continuous,miss_timing_near,1593
Track01913,continuous,miss_same_pitch_far,80
Track01913,continuous,miss_octave,59
Track01913,continuous,miss_program_swap,19
Track01913,continuous,miss_no_candidate,5879
Track01913,continuous,fp_timing,651
Track01913,continuous,fp_octave,56
Track01913,continuous,fp_program_swap,28
Track01913,continuous,fp_spurious_near,2314
Track01913,continuous,fp_spurious_far,86
Track01913,continuous,gt_drum,3504
Track01913,continuous,pred_drum,1429
Track01913,continuous,tp_drum,411
Track01913,continuous,miss_drum,3093
Track01913,continuous,fp_drum,1018
Track01913,continuous,tp_pitched,11
Track01913,continuous,tp_pitched_offset_ok,1
Track01913,continuous,tp_pitched_offset_short,10
Track01913,continuous,tp_pitched_offset_long,0
Track01913,continuous,mean_offset_delta_ticks_pitched,-97.0909
Track01913,continuous,mean_duration_ratio_pitched,0.458377
Track01913,continuous,precision,0.118639
Track01913,continuous,recall,0.0524093
Track01913,continuous,f1,0.0727022
Track01913,continuous,mean_onset_delta_ticks,2.3128
Track01913,continuous,mean_offset_delta_ticks,-14.6872
Track01913,continuous,mean_duration_ratio,0.07919
Track01913,reset,n_gt,8052
Track01913,reset,n_pred,17273
Track01913,reset,tp_onset,700
Track01913,reset,tp_offset_ok,174
Track01913,reset,tp_offset_short,521
Track01913,reset,tp_offset_long,5
Track01913,reset,miss_timing_near,1468
Track01913,reset,miss_same_pitch_far,2110
Track01913,reset,miss_octave,61
Track01913,reset,miss_program_swap,33
Track01913,reset,miss_no_candidate,3680
Track01913,reset,fp_timing,6990
Track01913,reset,fp_octave,49
Track01913,reset,fp_program_swap,120
Track01913,reset,fp_spurious_near,9354
Track01913,reset,fp_spurious_far,60
Track01913,reset,gt_drum,3504
Track01913,reset,pred_drum,5229
Track01913,reset,tp_drum,589
Track01913,reset,miss_drum,2915
Track01913,reset,fp_drum,4640
Track01913,reset,tp_pitched,111
Track01913,reset,tp_pitched_offset_ok,36
Track01913,reset,tp_pitched_offset_short,70
Track01913,reset,tp_pitched_offset_long,5
Track01913,reset,mean_offset_delta_ticks_pitched,-55.4324
Track01913,reset,mean_duration_ratio_pitched,0.501081
Track01913,reset,precision,0.0405257
Track01913,reset,recall,0.0869349
Track01913,reset,f1,0.0552813
Track01913,reset,mean_onset_delta_ticks,2.18
Track01913,reset,mean_offset_delta_ticks,-19.3514
Track01913,reset,mean_duration_ratio,0.141637
Track01917,continuous,n_gt,5004
Track01917,continuous,n_pred,2507
Track01917,continuous,tp_onset,137
Track01917,continuous,tp_offset_ok,114
Track01917,continuous,tp_offset_short,23
Track01917,continuous,tp_offset_long,0
Track01917,continuous,miss_timing_near,880
Track01917,continuous,miss_same_pitch_far,512
Track01917,continuous,miss_octave,0
Track01917,continuous,miss_program_swap,0
Track01917,continuous,miss_no_candidate,3475
Track01917,continuous,fp_timing,1741
Track01917,continuous,fp_octave,0
Track01917,continuous,fp_program_swap,0
Track01917,continuous,fp_spurious_near,595
Track01917,continuous,fp_spurious_far,34
Track01917,continuous,gt_drum,2479
Track01917,continuous,pred_drum,1100
Track01917,continuous,tp_drum,108
Track01917,continuous,miss_drum,2371
Track01917,continuous,fp_drum,992
Track01917,continuous,tp_pitched,29
Track01917,continuous,tp_pitched_offset_ok,6
Track01917,continuous,tp_pitched_offset_short,23
Track01917,continuous,tp_pitched_offset_long,0
Track01917,continuous,mean_offset_delta_ticks_pitched,-12.7931
Track01917,continuous,mean_duration_ratio_pitched,0.718891
Track01917,continuous,precision,0.054647
Track01917,continuous,recall,0.0273781
Track01917,continuous,f1,0.0364798
Track01917,continuous,mean_onset_delta_ticks,1.78102
Track01917,continuous,mean_offset_delta_ticks,-3.19708
Track01917,continuous,mean_duration_ratio,0.86883
Track01917,reset,n_gt,5004
Track01917,reset,n_pred,23763
Track01917,reset,tp_onset,510
Track01917,reset,tp_offset_ok,496
Track01917,reset,tp_offset_short,13
Track01917,reset,tp_offset_long,1
Track01917,reset,miss_timing_near,340
Track01917,reset,miss_same_pitch_far,1017
Track01917,reset,miss_octave,113
Track01917,reset,miss_program_swap,9
Track01917,reset,miss_no_candidate,3015
Track01917,reset,fp_timing,10239
Track01917,reset,fp_octave,56
Track01917,reset,fp_program_swap,37
Track01917,reset,fp_spurious_near,12741
Track01917,reset,fp_spurious_far,180
Track01917,reset,gt_drum,2479
Track01917,reset,pred_drum,6792
Track01917,reset,tp_drum,494
Track01917,reset,miss_drum,1985
Track01917,reset,fp_drum,6298
Track01917,reset,tp_pitched,16
Track01917,reset,tp_pitched_offset_ok,2
Track01917,reset,tp_pitched_offset_short,13
Track01917,reset,tp_pitched_offset_long,1
Track01917,reset,mean_offset_delta_ticks_pitched,-102.375
Track01917,reset,mean_duration_ratio_pitched,2.0317
Track01917,reset,precision,0.0214619
Track01917,reset,recall,0.101918
Track01917,reset,f1,0.0354573
Track01917,reset,mean_onset_delta_ticks,2.40784
Track01917,reset,mean_offset_delta_ticks,-3.54118
Track01917,reset,mean_duration_ratio,1.03566
Track01930,continuous,n_gt,4399
Track01930,continuous,n_pred,2163
Track01930,continuous,tp_onset,145
Track01930,continuous,tp_offset_ok,95
Track01930,continuous,tp_offset_short,42
Track01930,continuous,tp_offset_long,8
Track01930,continuous,miss_timing_near,206
Track01930,continuous,miss_same_pitch_far,27
Track01930,continuous,miss_octave,6
Track01930,continuous,miss_program_swap,0
Track01930,continuous,miss_no_candidate,4015
Track01930,continuous,fp_timing,2010
Track01930,continuous,fp_octave,0
Track01930,continuous,fp_program_swap,0
Track01930,continuous,fp_spurious_near,7
Track01930,continuous,fp_spurious_far,1
Track01930,continuous,gt_drum,1618
Track01930,continuous,pred_drum,1059
Track01930,continuous,tp_drum,82
Track01930,continuous,miss_drum,1536
Track01930,continuous,fp_drum,977
Track01930,continuous,tp_pitched,63
Track01930,continuous,tp_pitched_offset_ok,13
Track01930,continuous,tp_pitched_offset_short,42
Track01930,continuous,tp_pitched_offset_long,8
Track01930,continuous,mean_offset_delta_ticks_pitched,-23.3968
Track01930,continuous,mean_duration_ratio_pitched,0.816082
Track01930,continuous,precision,0.0670365
Track01930,continuous,recall,0.032962
Track01930,continuous,f1,0.0441938
Track01930,continuous,mean_onset_delta_ticks,2.75172
Track01930,continuous,mean_offset_delta_ticks,-10.5034
Track01930,continuous,mean_duration_ratio,0.677458
Track01930,reset,n_gt,4399
Track01930,reset,n_pred,21062
Track01930,reset,tp_onset,236
Track01930,reset,tp_offset_ok,217
Track01930,reset,tp_offset_short,15
Track01930,reset,tp_offset_long,4
Track01930,reset,miss_timing_near,363
Track01930,reset,miss_same_pitch_far,1781
Track01930,reset,miss_octave,48
Track01930,reset,miss_program_swap,15
Track01930,reset,miss_no_candidate,1956
Track01930,reset,fp_timing,6972
Track01930,reset,fp_octave,62
Track01930,reset,fp_program_swap,59
Track01930,reset,fp_spurious_near,13197
Track01930,reset,fp_spurious_far,536
Track01930,reset,gt_drum,1618
Track01930,reset,pred_drum,5594
Track01930,reset,tp_drum,215
Track01930,reset,miss_drum,1403
Track01930,reset,fp_drum,5379
Track01930,reset,tp_pitched,21
Track01930,reset,tp_pitched_offset_ok,2
Track01930,reset,tp_pitched_offset_short,15
Track01930,reset,tp_pitched_offset_long,4
Track01930,reset,mean_offset_delta_ticks_pitched,96.2857
Track01930,reset,mean_duration_ratio_pitched,4.43268
Track01930,reset,precision,0.011205
Track01930,reset,recall,0.0536486
Track01930,reset,f1,0.0185382
Track01930,reset,mean_onset_delta_ticks,2.78814
Track01930,reset,mean_offset_delta_ticks,7.62712
Track01930,reset,mean_duration_ratio,0.97369
Track01932,continuous,n_gt,5082
Track01932,continuous,n_pred,2455
Track01932,continuous,tp_onset,33
Track01932,continuous,tp_offset_ok,0
Track01932,continuous,tp_offset_short,33
Track01932,continuous,tp_offset_long,0
Track01932,continuous,miss_timing_near,121
Track01932,continuous,miss_same_pitch_far,0
Track01932,continuous,miss_octave,13
Track01932,continuous,miss_program_swap,6
Track01932,continuous,miss_no_candidate,4909
Track01932,continuous,fp_timing,959
Track01932,continuous,fp_octave,8
Track01932,continuous,fp_program_swap,5
Track01932,continuous,fp_spurious_near,1392
Track01932,continuous,fp_spurious_far,58
Track01932,continuous,gt_drum,1759
Track01932,continuous,pred_drum,992
Track01932,continuous,tp_drum,33
Track01932,continuous,miss_drum,1726
Track01932,continuous,fp_drum,959
Track01932,continuous,tp_pitched,0
Track01932,continuous,tp_pitched_offset_ok,0
Track01932,continuous,tp_pitched_offset_short,0
Track01932,continuous,tp_pitched_offset_long,0
Track01932,continuous,mean_offset_delta_ticks_pitched,nan
Track01932,continuous,mean_duration_ratio_pitched,nan
Track01932,continuous,precision,0.013442
Track01932,continuous,recall,0.00649351
Track01932,continuous,f1,0.0087568
Track01932,continuous,mean_onset_delta_ticks,2.60606
Track01932,continuous,mean_offset_delta_ticks,-18.697
Track01932,continuous,mean_duration_ratio,0.0451922
Track01932,reset,n_gt,5082
Track01932,reset,n_pred,21619
Track01932,reset,tp_onset,75
Track01932,reset,tp_offset_ok,2
Track01932,reset,tp_offset_short,72
Track01932,reset,tp_offset_long,1
Track01932,reset,miss_timing_near,188
Track01932,reset,miss_same_pitch_far,2113
Track01932,reset,miss_octave,66
Track01932,reset,miss_program_swap,15
Track01932,reset,miss_no_candidate,2625
Track01932,reset,fp_timing,6506
Track01932,reset,fp_octave,101
Track01932,reset,fp_program_swap,84
Track01932,reset,fp_spurious_near,14802
Track01932,reset,fp_spurious_far,51
Track01932,reset,gt_drum,1759
Track01932,reset,pred_drum,3993
Track01932,reset,tp_drum,25
Track01932,reset,miss_drum,1734
Track01932,reset,fp_drum,3968
Track01932,reset,tp_pitched,50
Track01932,reset,tp_pitched_offset_ok,2
Track01932,reset,tp_pitched_offset_short,47
Track01932,reset,tp_pitched_offset_long,1
Track01932,reset,mean_offset_delta_ticks_pitched,-82.1
Track01932,reset,mean_duration_ratio_pitched,0.157105
Track01932,reset,precision,0.00346917
Track01932,reset,recall,0.014758
Track01932,reset,f1,0.00561777
Track01932,reset,mean_onset_delta_ticks,1.90667
Track01932,reset,mean_offset_delta_ticks,-60.9467
Track01932,reset,mean_duration_ratio,0.120674
Track01945,continuous,n_gt,3852
Track01945,continuous,n_pred,13022
Track01945,continuous,tp_onset,190
Track01945,continuous,tp_offset_ok,130
Track01945,continuous,tp_offset_short,52
Track01945,continuous,tp_offset_long,8
Track01945,continuous,miss_timing_near,223
Track01945,continuous,miss_same_pitch_far,677
Track01945,continuous,miss_octave,48
Track01945,continuous,miss_program_swap,9
Track01945,continuous,miss_no_candidate,2705
Track01945,continuous,fp_timing,12597
Track01945,continuous,fp_octave,3
Track01945,continuous,fp_program_swap,2
Track01945,continuous,fp_spurious_near,230
Track01945,continuous,fp_spurious_far,0
Track01945,continuous,gt_drum,1318
Track01945,continuous,pred_drum,2484
Track01945,continuous,tp_drum,110
Track01945,continuous,miss_drum,1208
Track01945,continuous,fp_drum,2374
Track01945,continuous,tp_pitched,80
Track01945,continuous,tp_pitched_offset_ok,20
Track01945,continuous,tp_pitched_offset_short,52
Track01945,continuous,tp_pitched_offset_long,8
Track01945,continuous,mean_offset_delta_ticks_pitched,-21.4125
Track01945,continuous,mean_duration_ratio_pitched,0.735781
Track01945,continuous,precision,0.0145907
Track01945,continuous,recall,0.049325
Track01945,continuous,f1,0.0225199
Track01945,continuous,mean_onset_delta_ticks,2.74211
Track01945,continuous,mean_offset_delta_ticks,-9.28947
Track01945,continuous,mean_duration_ratio,0.870209
Track01945,reset,n_gt,3852
Track01945,reset,n_pred,18313
Track01945,reset,tp_onset,165
Track01945,reset,tp_offset_ok,88
Track01945,reset,tp_offset_short,77
Track01945,reset,tp_offset_long,0
Track01945,reset,miss_timing_near,283
Track01945,reset,miss_same_pitch_far,1325
Track01945,reset,miss_octave,40
Track01945,reset,miss_program_swap,9
Track01945,reset,miss_no_candidate,2030
Track01945,reset,fp_timing,12127
Track01945,reset,fp_octave,38
Track01945,reset,fp_program_swap,20
Track01945,reset,fp_spurious_near,5946
Track01945,reset,fp_spurious_far,17
Track01945,reset,gt_drum,1318
Track01945,reset,pred_drum,2865
Track01945,reset,tp_drum,84
Track01945,reset,miss_drum,1234
Track01945,reset,fp_drum,2781
Track01945,reset,tp_pitched,81
Track01945,reset,tp_pitched_offset_ok,4
Track01945,reset,tp_pitched_offset_short,77
Track01945,reset,tp_pitched_offset_long,0
Track01945,reset,mean_offset_delta_ticks_pitched,-85.7654
Track01945,reset,mean_duration_ratio_pitched,0.163991
Track01945,reset,precision,0.00900999
Track01945,reset,recall,0.0428349
Track01945,reset,f1,0.0148883
Track01945,reset,mean_onset_delta_ticks,2.53333
Track01945,reset,mean_offset_delta_ticks,-42.3333
Track01945,reset,mean_duration_ratio,0.573618
Track01948,continuous,n_gt,3926
Track01948,continuous,n_pred,5677
Track01948,continuous,tp_onset,105
Track01948,continuous,tp_offset_ok,34
Track01948,continuous,tp_offset_short,69
Track01948,continuous,tp_offset_long,2
Track01948,continuous,miss_timing_near,239
Track01948,continuous,miss_same_pitch_far,413
Track01948,continuous,miss_octave,7
Track01948,continuous,miss_program_swap,13
Track01948,continuous,miss_no_candidate,3149
Track01948,continuous,fp_timing,2935
Track01948,continuous,fp_octave,1
Track01948,continuous,fp_program_swap,0
Track01948,continuous,fp_spurious_near,2549
Track01948,continuous,fp_spurious_far,87
Track01948,continuous,gt_drum,675
Track01948,continuous,pred_drum,3493
Track01948,continuous,tp_drum,53
Track01948,continuous,miss_drum,622
Track01948,continuous,fp_drum,3440
Track01948,continuous,tp_pitched,52
Track01948,continuous,tp_pitched_offset_ok,4
Track01948,continuous,tp_pitched_offset_short,46
Track01948,continuous,tp_pitched_offset_long,2
Track01948,continuous,mean_offset_delta_ticks_pitched,-36.7692
Track01948,continuous,mean_duration_ratio_pitched,0.491806
Track01948,continuous,precision,0.0184957
Track01948,continuous,recall,0.0267448
Track01948,continuous,f1,0.0218682
Track01948,continuous,mean_onset_delta_ticks,2.80952
Track01948,continuous,mean_offset_delta_ticks,-22.6476
Track01948,continuous,mean_duration_ratio,0.293904
Track01948,reset,n_gt,3926
Track01948,reset,n_pred,15692
Track01948,reset,tp_onset,251
Track01948,reset,tp_offset_ok,125
Track01948,reset,tp_offset_short,116
Track01948,reset,tp_offset_long,10
Track01948,reset,miss_timing_near,311
Track01948,reset,miss_same_pitch_far,1800
Track01948,reset,miss_octave,17
Track01948,reset,miss_program_swap,9
Track01948,reset,miss_no_candidate,1538
Track01948,reset,fp_timing,9394
Track01948,reset,fp_octave,35
Track01948,reset,fp_program_swap,10
Track01948,reset,fp_spurious_near,5722
Track01948,reset,fp_spurious_far,280
Track01948,reset,gt_drum,675
Track01948,reset,pred_drum,3788
Track01948,reset,tp_drum,56
Track01948,reset,miss_drum,619
Track01948,reset,fp_drum,3732
Track01948,reset,tp_pitched,195
Track01948,reset,tp_pitched_offset_ok,91
Track01948,reset,tp_pitched_offset_short,94
Track01948,reset,tp_pitched_offset_long,10
Track01948,reset,mean_offset_delta_ticks_pitched,-21.9077
Track01948,reset,mean_duration_ratio_pitched,0.676521
Track01948,reset,precision,0.0159954
Track01948,reset,recall,0.0639328
Track01948,reset,f1,0.0255887
Track01948,reset,mean_onset_delta_ticks,2.43825
Track01948,reset,mean_offset_delta_ticks,-19.1554
Track01948,reset,mean_duration_ratio,0.548649
Track01950,continuous,n_gt,4372
Track01950,continuous,n_pred,4420
Track01950,continuous,tp_onset,78
Track01950,continuous,tp_offset_ok,58
Track01950,continuous,tp_offset_short,13
Track01950,continuous,tp_offset_long,7
Track01950,continuous,miss_timing_near,145
Track01950,continuous,miss_same_pitch_far,575
Track01950,continuous,miss_octave,24
Track01950,continuous,miss_program_swap,24
Track01950,continuous,miss_no_candidate,3526
Track01950,continuous,fp_timing,2224
Track01950,continuous,fp_octave,7
Track01950,continuous,fp_program_swap,9
Track01950,continuous,fp_spurious_near,1928
Track01950,continuous,fp_spurious_far,174
Track01950,continuous,gt_drum,470
Track01950,continuous,pred_drum,2658
Track01950,continuous,tp_drum,44
Track01950,continuous,miss_drum,426
Track01950,continuous,fp_drum,2614
Track01950,continuous,tp_pitched,34
Track01950,continuous,tp_pitched_offset_ok,14
Track01950,continuous,tp_pitched_offset_short,13
Track01950,continuous,tp_pitched_offset_long,7
Track01950,continuous,mean_offset_delta_ticks_pitched,-19.7353
Track01950,continuous,mean_duration_ratio_pitched,1.13534
Track01950,continuous,precision,0.0176471
Track01950,continuous,recall,0.0178408
Track01950,continuous,f1,0.0177434
Track01950,continuous,mean_onset_delta_ticks,2.89744
Track01950,continuous,mean_offset_delta_ticks,-8.96154
Track01950,continuous,mean_duration_ratio,0.847457
Track01950,reset,n_gt,4372
Track01950,reset,n_pred,19167
Track01950,reset,tp_onset,179
Track01950,reset,tp_offset_ok,43
Track01950,reset,tp_offset_short,131
Track01950,reset,tp_offset_long,5
Track01950,reset,miss_timing_near,95
Track01950,reset,miss_same_pitch_far,1014
Track01950,reset,miss_octave,98
Track01950,reset,miss_program_swap,32
Track01950,reset,miss_no_candidate,2954
Track01950,reset,fp_timing,13462
Track01950,reset,fp_octave,24
Track01950,reset,fp_program_swap,11
Track01950,reset,fp_spurious_near,5268
Track01950,reset,fp_spurious_far,223
Track01950,reset,gt_drum,470
Track01950,reset,pred_drum,4743
Track01950,reset,tp_drum,39
Track01950,reset,miss_drum,431
Track01950,reset,fp_drum,4704
Track01950,reset,tp_pitched,140
Track01950,reset,tp_pitched_offset_ok,4
Track01950,reset,tp_pitched_offset_short,131
Track01950,reset,tp_pitched_offset_long,5
Track01950,reset,mean_offset_delta_ticks_pitched,-58.5714
Track01950,reset,mean_duration_ratio_pitched,0.27804
Track01950,reset,precision,0.00933897
Track01950,reset,recall,0.0409424
Track01950,reset,f1,0.0152088
Track01950,reset,mean_onset_delta_ticks,2.14525
Track01950,reset,mean_offset_delta_ticks,-45.8883
Track01950,reset,mean_duration_ratio,0.355856
Track01952,continuous,n_gt,6118
Track01952,continuous,n_pred,2093
Track01952,continuous,tp_onset,21
Track01952,continuous,tp_offset_ok,17
Track01952,continuous,tp_offset_short,3
Track01952,continuous,tp_offset_long,1
Track01952,continuous,miss_timing_near,81
Track01952,continuous,miss_same_pitch_far,10
Track01952,continuous,miss_octave,3
Track01952,continuous,miss_program_swap,2
Track01952,continuous,miss_no_candidate,6001
Track01952,continuous,fp_timing,597
Track01952,continuous,fp_octave,5
Track01952,continuous,fp_program_swap,2
Track01952,continuous,fp_spurious_near,1420
Track01952,continuous,fp_spurious_far,48
Track01952,continuous,gt_drum,961
Track01952,continuous,pred_drum,863
Track01952,continuous,tp_drum,20
Track01952,continuous,miss_drum,941
Track01952,continuous,fp_drum,843
Track01952,continuous,tp_pitched,1
Track01952,continuous,tp_pitched_offset_ok,0
Track01952,continuous,tp_pitched_offset_short,0
Track01952,continuous,tp_pitched_offset_long,1
Track01952,continuous,mean_offset_delta_ticks_pitched,18
Track01952,continuous,mean_duration_ratio_pitched,1.6129
Track01952,continuous,precision,0.0100334
Track01952,continuous,recall,0.00343249
Track01952,continuous,f1,0.00511509
Track01952,continuous,mean_onset_delta_ticks,2.71429
Track01952,continuous,mean_offset_delta_ticks,-4.95238
Track01952,continuous,mean_duration_ratio,0.201006
Track01952,reset,n_gt,6118
Track01952,reset,n_pred,20899
Track01952,reset,tp_onset,714
Track01952,reset,tp_offset_ok,410
Track01952,reset,tp_offset_short,254
Track01952,reset,tp_offset_long,50
Track01952,reset,miss_timing_near,535
Track01952,reset,miss_same_pitch_far,1389
Track01952,reset,miss_octave,52
Track01952,reset,miss_program_swap,4
Track01952,reset,miss_no_candidate,3424
Track01952,reset,fp_timing,14983
Track01952,reset,fp_octave,44
Track01952,reset,fp_program_swap,36
Track01952,reset,fp_spurious_near,5100
Track01952,reset,fp_spurious_far,22
Track01952,reset,gt_drum,961
Track01952,reset,pred_drum,4206
Track01952,reset,tp_drum,64
Track01952,reset,miss_drum,897
Track01952,reset,fp_drum,4142
Track01952,reset,tp_pitched,650
Track01952,reset,tp_pitched_offset_ok,348
Track01952,reset,tp_pitched_offset_short,252
Track01952,reset,tp_pitched_offset_long,50
Track01952,reset,mean_offset_delta_ticks_pitched,-18.4923
Track01952,reset,mean_duration_ratio_pitched,1.00538
Track01952,reset,precision,0.0341643
Track01952,reset,recall,0.116705
Track01952,reset,f1,0.0528556
Track01952,reset,mean_onset_delta_ticks,1.92577
Track01952,reset,mean_offset_delta_ticks,-17.1597
Track01952,reset,mean_duration_ratio,0.933901
Track01955,continuous,n_gt,4146
Track01955,continuous,n_pred,8144
Track01955,continuous,tp_onset,25
Track01955,continuous,tp_offset_ok,13
Track01955,continuous,tp_offset_short,12
Track01955,continuous,tp_offset_long,0
Track01955,continuous,miss_timing_near,29
Track01955,continuous,miss_same_pitch_far,91
Track01955,continuous,miss_octave,11
Track01955,continuous,miss_program_swap,27
Track01955,continuous,miss_no_candidate,3963
Track01955,continuous,fp_timing,1615
Track01955,continuous,fp_octave,11
Track01955,continuous,fp_program_swap,26
Track01955,continuous,fp_spurious_near,6309
Track01955,continuous,fp_spurious_far,158
Track01955,continuous,gt_drum,1365
Track01955,continuous,pred_drum,3216
Track01955,continuous,tp_drum,25
Track01955,continuous,miss_drum,1340
Track01955,continuous,fp_drum,3191
Track01955,continuous,tp_pitched,0
Track01955,continuous,tp_pitched_offset_ok,0
Track01955,continuous,tp_pitched_offset_short,0
Track01955,continuous,tp_pitched_offset_long,0
Track01955,continuous,mean_offset_delta_ticks_pitched,nan
Track01955,continuous,mean_duration_ratio_pitched,nan
Track01955,continuous,precision,0.00306974
Track01955,continuous,recall,0.00602991
Track01955,continuous,f1,0.00406835
Track01955,continuous,mean_onset_delta_ticks,2.52
Track01955,continuous,mean_offset_delta_ticks,-9.24
Track01955,continuous,mean_duration_ratio,0.0917355
Track01955,reset,n_gt,4146
Track01955,reset,n_pred,19870
Track01955,reset,tp_onset,57
Track01955,reset,tp_offset_ok,16
Track01955,reset,tp_offset_short,41
Track01955,reset,tp_offset_long,0
Track01955,reset,miss_timing_near,163
Track01955,reset,miss_same_pitch_far,1138
Track01955,reset,miss_octave,56
Track01955,reset,miss_program_swap,5
Track01955,reset,miss_no_candidate,2727
Track01955,reset,fp_timing,5324
Track01955,reset,fp_octave,84
Track01955,reset,fp_program_swap,48
Track01955,reset,fp_spurious_near,14267
Track01955,reset,fp_spurious_far,90
Track01955,reset,gt_drum,1365
Track01955,reset,pred_drum,4589
Track01955,reset,tp_drum,56
Track01955,reset,miss_drum,1309
Track01955,reset,fp_drum,4533
Track01955,reset,tp_pitched,1
Track01955,reset,tp_pitched_offset_ok,0
Track01955,reset,tp_pitched_offset_short,1
Track01955,reset,tp_pitched_offset_long,0
Track01955,reset,mean_offset_delta_ticks_pitched,-172
Track01955,reset,mean_duration_ratio_pitched,0.00513611
Track01955,reset,precision,0.00286865
Track01955,reset,recall,0.0137482
Track01955,reset,f1,0.00474684
Track01955,reset,mean_onset_delta_ticks,2.26316
Track01955,reset,mean_offset_delta_ticks,-15.4561
Track01955,reset,mean_duration_ratio,0.0763373
Track01959,continuous,n_gt,4542
Track01959,continuous,n_pred,8870
Track01959,continuous,tp_onset,171
Track01959,continuous,tp_offset_ok,22
Track01959,continuous,tp_offset_short,149
Track01959,continuous,tp_offset_long,0
Track01959,continuous,miss_timing_near,129
Track01959,continuous,miss_same_pitch_far,371
Track01959,continuous,miss_octave,56
Track01959,continuous,miss_program_swap,25
Track01959,continuous,miss_no_candidate,3790
Track01959,continuous,fp_timing,2807
Track01959,continuous,fp_octave,33
Track01959,continuous,fp_program_swap,13
Track01959,continuous,fp_spurious_near,5701
Track01959,continuous,fp_spurious_far,145
Track01959,continuous,gt_drum,1481
Track01959,continuous,pred_drum,3106
Track01959,continuous,tp_drum,157
Track01959,continuous,miss_drum,1324
Track01959,continuous,fp_drum,2949
Track01959,continuous,tp_pitched,14
Track01959,continuous,tp_pitched_offset_ok,8
Track01959,continuous,tp_pitched_offset_short,6
Track01959,continuous,tp_pitched_offset_long,0
Track01959,continuous,mean_offset_delta_ticks_pitched,-65.9286
