track,unit,class,chunk_len,pos,orig_tok,new_tok,notes_before,notes_after,notes_lost,notes_added,damage
Track02047,1,program,896,506,1168,1146,167,167,1,1,2
Track02047,1,pitch,896,590,1032,1118,167,167,1,1,2
Track02047,1,pitch,896,766,1066,1007,167,167,0,0,0
Track02047,1,pitch,896,200,1059,1034,167,167,0,0,0
Track02047,1,pitch,896,392,1065,1022,167,167,1,1,2
Track02047,1,pitch,896,758,1063,1103,167,167,1,1,2
Track02047,1,pitch,896,707,1071,1029,167,167,0,0,0
Track02047,1,shift,896,24,12,914,167,166,1,0,1
Track02047,1,shift,896,265,125,660,167,167,0,0,0
Track02047,1,shift,896,816,450,39,167,167,1,1,2
Track02047,1,shift,896,16,5,9,167,167,0,0,0
Track02047,1,shift,896,146,86,54,167,167,0,0,0
Track02047,1,shift,896,738,398,609,167,167,0,0,0
Track02047,1,velocity,896,872,1133,1132,167,166,1,0,1
Track02047,1,velocity,896,706,1132,1133,167,168,0,1,1
Track02047,1,velocity,896,859,1133,1132,167,166,1,0,1
Track02047,1,velocity,896,213,1132,1133,167,168,0,1,1
Track02047,1,velocity,896,260,1132,1133,167,168,0,1,1
Track02047,1,velocity,896,757,1133,1132,167,166,1,0,1
Track02047,1,drum,896,250,1307,1272,167,167,1,1,2
Track02047,1,drum,896,697,1307,1367,167,167,1,1,2
Track02047,1,drum,896,888,1301,1383,167,167,1,1,2
Track02047,1,drum,896,121,1301,1364,167,167,1,1,2
Track02047,1,drum,896,797,1303,1354,167,167,1,1,2
Track02047,1,drum,896,784,1307,1372,167,167,1,1,2
Track02047,2,program,1019,413,1161,1140,184,184,0,0,0
Track02047,2,program,1019,423,1168,1161,184,184,0,0,0
Track02047,2,program,1019,111,1168,1151,184,184,1,1,2
Track02047,2,program,1019,672,1168,1201,184,184,0,0,0
Track02047,2,program,1019,501,1135,1232,184,184,3,3,6
Track02047,2,program,1019,511,1137,1217,184,184,3,3,6
Track02047,2,pitch,1019,68,1066,1113,184,184,0,0,0
Track02047,2,pitch,1019,440,1073,1023,184,184,1,1,2
Track02047,2,pitch,1019,826,1070,1098,184,184,1,1,2
Track02047,2,pitch,1019,38,1070,1028,184,184,0,0,0
Track02047,2,pitch,1019,6,1063,1038,184,184,0,0,0
Track02047,2,pitch,1019,80,1070,1095,184,184,1,1,2
Track02047,2,shift,1019,544,202,984,184,183,1,0,1
Track02047,2,shift,1019,762,401,615,184,183,1,0,1
Track02047,2,shift,1019,532,202,57,184,184,0,0,0
Track02047,2,shift,1019,81,16,620,184,183,1,0,1
Track02047,2,shift,1019,14,3,46,184,184,5,5,10
Track02047,2,shift,1019,232,78,888,184,184,0,0,0
Track02047,2,velocity,1019,465,1132,1133,184,185,0,1,1
Track02047,2,velocity,1019,735,1133,1132,184,183,1,0,1
Track02047,2,velocity,1019,417,1132,1133,184,185,0,1,1
Track02047,2,velocity,1019,178,1132,1133,184,185,0,1,1
Track02047,2,velocity,1019,377,1133,1132,184,183,1,0,1
Track02047,2,velocity,1019,95,1132,1133,184,185,0,1,1
Track02047,2,drum,1019,727,1307,1288,184,184,1,1,2
Track02047,2,drum,1019,499,1307,1390,184,184,1,1,2
Track02047,2,drum,1019,633,1307,1324,184,184,1,1,2
Track02047,2,drum,1019,618,1307,1365,184,184,1,1,2
Track02047,2,drum,1019,361,1307,1346,184,184,1,1,2
Track02047,2,drum,1019,881,1307,1338,184,184,1,1,2
Track02047,3,program,1097,491,1135,1154,200,200,3,3,6
Track02047,3,program,1097,247,1135,1258,200,200,0,0,0
Track02047,3,program,1097,630,1201,1173,200,200,1,1,2
Track02047,3,program,1097,454,1161,1210,200,200,3,3,6
Track02047,3,program,1097,623,1196,1226,200,200,2,2,4
Track02047,3,program,1097,254,1196,1219,200,200,0,0,0
Track02047,3,pitch,1097,482,1063,1124,200,200,0,0,0
Track02047,3,pitch,1097,156,1070,1022,200,200,1,1,2
Track02047,3,pitch,1097,504,1068,1069,200,200,1,1,2
Track02047,3,pitch,1097,752,1073,1055,200,200,0,0,0
Track02047,3,pitch,1097,999,1070,1064,200,200,1,1,2
Track02047,3,pitch,1097,125,1037,1019,200,200,1,1,2
Track02047,3,shift,1097,1065,499,137,200,200,1,1,2
Track02047,3,shift,1097,1040,480,281,200,200,0,0,0
Track02047,3,shift,1097,110,61,308,200,200,0,0,0
Track02047,3,shift,1097,668,353,431,200,200,1,1,2
Track02047,3,shift,1097,855,419,614,200,199,1,0,1
Track02047,3,shift,1097,442,194,638,200,200,0,0,0
Track02047,3,drum,1097,1093,1304,1318,200,200,1,1,2
Track02047,3,drum,1097,180,1307,1317,200,200,1,1,2
Track02047,3,drum,1097,903,1307,1292,200,200,1,1,2
Track02047,3,drum,1097,1091,1303,1340,200,200,1,1,2
Track02047,3,drum,1097,552,1307,1305,200,200,1,1,2
Track02047,3,drum,1097,1022,1307,1269,200,200,1,1,2
Track02047,3,velocity,1097,329,1132,1133,200,201,0,1,1
Track02047,3,velocity,1097,465,1133,1132,200,199,1,0,1
Track02047,3,velocity,1097,539,1132,1133,200,201,0,1,1
Track02047,3,velocity,1097,529,1133,1132,200,199,1,0,1
Track02047,3,velocity,1097,166,1133,1132,200,199,1,0,1
Track02047,3,velocity,1097,255,1132,1133,200,201,0,1,1
Track01993,0,program,273,2,1137,1209,60,60,0,0,0
Track01993,0,program,273,86,1135,1208,60,60,1,1,2
Track01993,0,program,273,138,1167,1226,60,60,1,1,2
Track01993,0,program,273,113,1135,1219,60,60,2,2,4
Track01993,0,program,273,138,1167,1220,60,60,1,1,2
Track01993,0,program,273,149,1135,1176,60,60,1,1,2
Track01993,0,pitch,273,52,1068,1105,60,60,0,0,0
Track01993,0,pitch,273,74,1088,1073,60,60,0,0,0
Track01993,0,pitch,273,43,1045,1059,60,60,0,0,0
Track01993,0,pitch,273,134,1087,1083,60,60,1,1,2
Track01993,0,pitch,273,134,1087,1049,60,60,1,1,2
Track01993,0,pitch,273,262,1042,1070,60,60,0,0,0
Track01993,0,shift,273,218,450,740,60,60,0,0,0
Track01993,0,shift,273,155,292,890,60,59,1,0,1
Track01993,0,shift,273,40,133,925,60,60,0,0,0
Track01993,0,shift,273,231,450,507,60,60,0,0,0
Track01993,0,shift,273,197,449,524,60,60,0,0,0
Track01993,0,shift,273,82,134,803,60,60,0,0,0
Track01993,0,velocity,273,73,1132,1133,60,61,0,1,1
Track01993,0,velocity,273,87,1133,1132,60,59,1,0,1
Track01993,0,velocity,273,153,1133,1132,60,59,1,0,1
Track01993,0,velocity,273,233,1132,1133,60,61,0,1,1
Track01993,0,velocity,273,110,1132,1133,60,61,0,1,1
Track01993,0,velocity,273,146,1132,1133,60,61,0,1,1
Track01993,0,drum,273,23,1307,1279,60,60,1,1,2
Track01993,0,drum,273,23,1307,1274,60,60,1,1,2
Track01993,0,drum,273,189,1311,1372,60,60,1,1,2
Track01993,0,drum,273,181,1307,1272,60,60,1,1,2
Track01993,0,drum,273,25,1305,1300,60,60,1,1,2
Track01993,0,drum,273,144,1307,1308,60,60,1,1,2
Track01993,1,program,246,99,1135,1158,58,58,1,1,2
Track01993,1,program,246,172,1135,1176,58,58,1,1,2
Track01993,1,program,246,4,1185,1231,58,58,0,0,0
Track01993,1,program,246,212,1167,1136,58,58,1,1,2
Track01993,1,program,246,72,1135,1242,58,58,0,0,0
Track01993,1,program,246,159,1167,1246,58,58,1,1,2
Track01993,1,pitch,246,87,1042,1052,58,58,0,0,0
Track01993,1,pitch,246,157,1068,1023,58,58,1,1,2
Track01993,1,pitch,246,43,1063,1081,58,58,0,0,0
Track01993,1,pitch,246,147,1080,1019,58,58,1,1,2
Track01993,1,pitch,246,118,1068,1050,58,58,0,0,0
Track01993,1,pitch,246,118,1068,1126,58,58,0,0,0
Track01993,1,shift,246,30,29,999,58,57,1,0,1
Track01993,1,shift,246,113,265,776,58,58,0,0,0
Track01993,1,shift,246,106,265,314,58,58,0,0,0
Track01993,1,shift,246,191,384,691,58,58,0,0,0
Track01993,1,shift,246,44,68,709,58,58,0,0,0
Track01993,1,shift,246,186,364,391,58,58,0,0,0
Track01993,1,velocity,246,220,1132,1133,58,59,0,1,1
Track01993,1,velocity,246,150,1133,1132,58,57,1,0,1
Track01993,1,velocity,246,100,1133,1132,58,57,1,0,1
Track01993,1,velocity,246,12,1132,1133,58,59,0,1,1
Track01993,1,velocity,246,156,1133,1132,58,57,1,0,1
Track01993,1,velocity,246,56,1133,1132,58,57,1,0,1
Track01993,1,drum,246,210,1307,1332,58,58,1,1,2
Track01993,1,drum,246,103,1307,1285,58,58,1,1,2
Track01993,1,drum,246,190,1307,1286,58,58,1,1,2
Track01993,1,drum,246,97,1307,1372,58,58,1,1,2
Track01993,1,drum,246,240,1307,1391,58,58,1,1,2
Track01993,1,drum,246,242,1307,1336,58,58,1,1,2
Track01993,2,program,258,47,1137,1244,61,61,0,0,0
Track01993,2,program,258,211,1135,1263,61,61,1,1,2
Track01993,2,program,258,140,1135,1154,61,61,2,2,4
Track01993,2,program,258,120,1135,1193,61,61,1,1,2
Track01993,2,program,258,215,1137,1186,61,61,3,3,6
Track01993,2,program,258,61,1137,1146,61,61,3,3,6
Track01993,2,pitch,258,206,1061,1100,61,61,0,0,0
Track01993,2,pitch,258,3,1066,1059,61,61,0,0,0
Track01993,2,pitch,258,111,1033,1064,61,61,1,1,2
Track01993,2,pitch,258,223,1071,1023,61,61,1,1,2
Track01993,2,pitch,258,55,1066,1026,61,61,0,0,0
Track01993,2,pitch,258,45,1073,1120,61,61,1,1,2
Track01993,2,shift,258,243,457,47,61,61,1,1,2
Track01993,2,shift,258,162,358,235,61,61,1,1,2
Track01993,2,shift,258,56,82,296,61,61,1,1,2
Track01993,2,shift,258,60,82,494,61,61,1,1,2
Track01993,2,shift,258,255,496,590,61,60,1,0,1
Track01993,2,shift,258,185,396,497,61,61,1,1,2
Track01993,2,drum,258,11,1305,1275,61,61,1,1,2
Track01993,2,drum,258,93,1307,1295,61,61,1,1,2
Track01993,2,drum,258,233,1307,1373,61,61,1,1,2
Track01993,2,drum,258,242,1307,1346,61,61,1,1,2
Track01993,2,drum,258,144,1307,1348,61,61,1,1,2
Track01993,2,drum,258,113,1300,1351,61,61,1,1,2
Track01993,2,velocity,258,202,1132,1133,61,62,0,1,1
Track01993,2,velocity,258,195,1133,1132,61,60,1,0,1
Track01993,2,velocity,258,171,1132,1133,61,62,0,1,1
Track01993,2,velocity,258,29,1132,1133,61,62,0,1,1
Track01993,2,velocity,258,189,1133,1132,61,60,1,0,1
Track01993,2,velocity,258,99,1132,1133,61,62,0,1,1
Track01993,3,program,251,187,1137,1205,58,58,0,0,0
Track01993,3,program,251,218,1135,1179,58,58,0,0,0
Track01993,3,program,251,222,1167,1244,58,58,1,1,2
Track01993,3,program,251,101,1135,1198,58,58,0,0,0
Track01993,3,program,251,148,1135,1235,58,58,0,0,0
Track01993,3,program,251,181,1135,1245,58,58,0,0,0
Track01993,3,pitch,251,84,1066,1069,58,58,0,0,0
Track01993,3,pitch,251,93,1061,1120,58,58,1,1,2
Track01993,3,pitch,251,67,1080,1078,58,58,1,1,2
Track01993,3,pitch,251,8,1066,1112,58,58,0,0,0
Track01993,3,pitch,251,87,1071,1047,58,58,0,0,0
Track01993,3,pitch,251,123,1081,1067,58,58,1,1,2
Track01993,3,shift,251,217,371,535,58,58,0,0,0
Track01993,3,shift,251,134,214,107,58,58,1,1,2
Track01993,3,shift,251,15,16,402,58,58,1,1,2
Track01993,3,shift,251,248,490,921,58,57,1,0,1
Track01993,3,shift,251,163,273,634,58,57,1,0,1
Track01993,3,shift,251,100,213,180,58,58,0,0,0
Track01993,3,velocity,251,13,1133,1132,58,57,1,0,1
Track01993,3,velocity,251,92,1133,1132,58,57,1,0,1
Track01993,3,velocity,251,89,1133,1132,58,57,1,0,1
Track01993,3,velocity,251,66,1133,1132,58,57,1,0,1
Track01993,3,velocity,251,80,1132,1133,58,59,0,1,1
Track01993,3,velocity,251,19,1133,1132,58,57,1,0,1
Track01993,3,drum,251,185,1307,1383,58,58,1,1,2
Track01993,3,drum,251,211,1300,1322,58,58,1,1,2
Track01993,3,drum,251,139,1300,1305,58,58,1,1,2
Track01993,3,drum,251,42,1307,1342,58,58,1,1,2
Track01993,3,drum,251,177,1305,1265,58,58,1,1,2
Track01993,3,drum,251,139,1300,1301,58,58,1,1,2
